Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.
00-295750,Hennepin,Minneapolis,17th Av SE,Como Av SE,2000/09/22,1530,Bicycle,Possible Injury (C),
00-296942,Hennepin,Minneapolis,4th St SE,13th Av SE,2000/09/23,1640,Bicycle,Possible Injury (C),
00-297855,Hennepin,Minneapolis,35th Av S,51st St E,2000/09/24,1201,Bicycle,Possible Injury (C),
00-298033,Hennepin,Minneapolis,24th St W,Blaisdell Av S,2000/09/24,1654,Bicycle,Possible Injury (C),
00-298394,Hennepin,Minneapolis,32nd St E,Portland Av S,2000/09/25,1100,Bicycle,Possible Injury (C),
00-298572,Hennepin,Minneapolis,3rd Av N,Traffic St N,2000/09/25,115,Bicycle,Possible Injury (C),
00-299062,Hennepin,Minneapolis,24th St W,Lyndale Av S,2000/09/25,1612,Bicycle,Possible Injury (C),
00-299834,Hennepin,Minneapolis,Arlington St SE,East River Pkwy SE,2000/09/26,904,Bicycle,Possible Injury (C),
00-299854,Hennepin,Minneapolis,1st Av N,5th St N,2000/09/26,932,Bicycle,Possible Injury (C),
00-300340,Hennepin,Minneapolis,Lake St E,Portland Av S,2000/09/26,1813,Bicycle,Possible Injury (C),
00-301585,Hennepin,Minneapolis,5th Av S,34th St E,2000/09/27,1915,Bicycle,Possible Injury (C),
00-303961,Hennepin,Minneapolis,3rd St S,Marquette Av S,2000/09/29,2116,Bicycle,Possible Injury (C),
00-304036,Hennepin,Minneapolis,Douglas Av W,Hennepin Av S,2000/09/29,2200,Bicycle,Possible Injury (C),
00-308176,Hennepin,Minneapolis,5th Av N,Royalston Av N,2000/10/03,1250,Bicycle,Possible Injury (C),
00-308356,Hennepin,Minneapolis,2nd St N,8th Av N,2000/10/03,1550,Bicycle,Property Damage Only,
00-309529,Hennepin,Minneapolis,42nd St W,Grand Av S,2000/10/04,1745,Bicycle,Property Damage Only,
00-311572,Hennepin,Minneapolis,25th St E,Chicago Av S,2000/10/06,1400,Bicycle,Possible Injury (C),
00-313733,Hennepin,Minneapolis,Lake St W,Market Plaza S,2000/10/08,1230,Bicycle,Possible Injury (C),
00-313900,Hennepin,Minneapolis,18th Av NE,Johnson St NE,2000/10/08,1725,Bicycle,Property Damage Only,
00-316943,Hennepin,Minneapolis,24th St E,Cedar Av S,2000/10/11,1850,Bicycle,Possible Injury (C),
00-317732,Hennepin,Minneapolis,5th St S,Hennepin Av S,2000/10/11,1735,Bicycle,Property Damage Only,
00-317896,Hennepin,Minneapolis,1st Av NE,University Av NE,2000/10/12,1610,Bicycle,Possible Injury (C),
00-318006,Hennepin,Minneapolis,10th St S,Nicollet Mall S,2000/10/12,1750,Bicycle,Possible Injury (C),
00-318146,Hennepin,Minneapolis,18th Av S,Lake St E,2000/10/12,2000,Bicycle,Possible Injury (C),
00-321523,Hennepin,Minneapolis,17th Av S,27th St E,2000/10/15,1439,Bicycle,Possible Injury (C),
00-323656,Hennepin,Minneapolis,34th St W,Nicollet Av S,2000/10/17,1716,Bicycle,Possible Injury (C),
00-324306,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2000/10/18,800,Bicycle,Possible Injury (C),
00-324757,Hennepin,Minneapolis,12th Av S,24th St E,2000/10/18,1700,Bicycle,Possible Injury (C),
00-324844,Hennepin,Minneapolis,12th Av S,Lake St E,2000/10/18,1800,Bicycle,Possible Injury (C),
00-326858,Hennepin,Minneapolis,18th St E,Portland Av S,2000/10/20,1212,Bicycle,Possible Injury (C),
00-327065,Hennepin,Minneapolis,Colfax Av N,Glenwood Av N,2000/10/20,1618,Bicycle,Possible Injury (C),
00-327279,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,2000/10/20,1940,Bicycle,Possible Injury (C),
00-327520,Hennepin,Minneapolis,4th St S,Hennepin Av S,2000/10/20,2300,Bicycle,Possible Injury (C),
00-328000,Hennepin,Minneapolis,32nd St W,Blaisdell Av S,2000/10/21,1025,Bicycle,Possible Injury (C),
00-331375,Hennepin,Minneapolis,14th St E,Park Av S,2000/10/20,745,Bicycle,Property Damage Only,
00-331603,Hennepin,Minneapolis,17th Av S,Lake St E,2000/10/24,1830,Bicycle,Possible Injury (C),
00-337823,Hennepin,Minneapolis,17th St E,Park Av S,2000/10/30,1300,Bicycle,Possible Injury (C),
00-339203,Hennepin,Minneapolis,26th St E,Hiawatha Av S,2000/10/31,1945,Bicycle,Possible Injury (C),
00-340878,Hennepin,Minneapolis,4th St S,19th Av S,2000/11/02,720,Bicycle,Possible Injury (C),
00-343352,Hennepin,Minneapolis,10th Av S,18th St E,2000/11/04,1450,Bicycle,Possible Injury (C),
00-345282,Hennepin,Minneapolis,32nd St W,Nicollet Av S,2000/11/06,1730,Bicycle,Property Damage Only,
00-350806,Hennepin,Minneapolis,Bloomington Av S,Lake St E,2000/11/12,1816,Bicycle,Possible Injury (C),
00-350833,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2000/11/12,1900,Bicycle,Possible Injury (C),
00-351190,Hennepin,Minneapolis,26th Av NE,Pierce St NE,2000/11/13,750,Bicycle,Possible Injury (C),
00-351698,Hennepin,Minneapolis,21st Av S,Lake St E,2000/11/13,1932,Bicycle,Possible Injury (C),
00-353487,Hennepin,Minneapolis,7th St S,Marquette Av S,2000/11/13,1810,Bicycle,Property Damage Only,
00-353704,Hennepin,Minneapolis,15th Av SE,University Av SE,2000/11/15,2000,Bicycle,Possible Injury (C),
00-355153,Hennepin,Minneapolis,26th St E,27th Av S,2000/11/17,1304,Bicycle,Possible Injury (C),
00-355540,Hennepin,Minneapolis,Union St SE,Washington Av SE,2000/11/17,2105,Bicycle,Possible Injury (C),
00-359016,Hennepin,Minneapolis,21st Av SE,Como Av SE,2000/11/21,1809,Bicycle,Possible Injury (C),
00-360339,Hennepin,Minneapolis,9th St S,Hennepin Av S,2000/11/23,120,Bicycle,Possible Injury (C),
00-361514,Hennepin,Minneapolis,26th St E,Hiawatha Av S,2000/11/24,1858,Bicycle,Possible Injury (C),
00-362221,Hennepin,Minneapolis,35th St W,Nicollet Av S,2000/11/25,1356,Bicycle,Possible Injury (C),
00-363061,Hennepin,Minneapolis,East Lyndale Av N,Olson Memorial Hwy N,2000/11/26,1150,Bicycle,Possible Injury (C),
00-367187,Hennepin,Minneapolis,28th St W,Blaisdell Av S,2000/12/01,130,Bicycle,Possible Injury (C),
00-368577,Hennepin,Minneapolis,University Av SE,I-35W NB Ramp,2000/12/02,1430,Bicycle,Possible Injury (C),
00-371276,Hennepin,Minneapolis,2nd Av S,4th St S,2000/12/05,1505,Bicycle,Possible Injury (C),
00-378562,Hennepin,Minneapolis,8th St S,Hennepin Av S,2000/12/13,1410,Bicycle,Possible Injury (C),
00-380125,Hennepin,Minneapolis,9th St S,25th Av S,2000/12/15,840,Bicycle,Possible Injury (C),
00-385138,Hennepin,Minneapolis,19th St E,Nicollet Av S,2000/12/21,800,Bicycle,Possible Injury (C),
01-013236,Hennepin,Minneapolis,Bloomington Av S,Lake St E,2001/01/14,2215,Bicycle,Possible Injury (C),
01-022502,Hennepin,Minneapolis,5th St S,21st Av S,2001/01/25,850,Bicycle,Possible Injury (C),
01-040326,Hennepin,Minneapolis,4th St SE,15th Av SE,2001/02/15,915,Bicycle,Possible Injury (C),
01-070736,Hennepin,Minneapolis,17th Av S,22nd St E,2001/03/21,1900,Bicycle,Possible Injury (C),
01-075104,Hennepin,Minneapolis,30th Av S,Lake St E,2001/03/26,1640,Bicycle,Possible Injury (C),
01-090228,Hennepin,Minneapolis,Franklin Av E,Park Av S,2001/04/11,130,Bicycle,Possible Injury (C),
01-092567,Hennepin,Minneapolis,West Lyndale Av N,Olson Memorial Hwy N,2001/04/13,1109,Bicycle,Possible Injury (C),
01-094037,Hennepin,Minneapolis,39th St W,Lyndale Av S,2001/04/14,1735,Bicycle,Possible Injury (C),
01-094911,Hennepin,Minneapolis,22nd Av N,Aldrich Av N,2001/04/15,1550,Bicycle,Possible Injury (C),
01-096706,Hennepin,Minneapolis,36th Av S,Lake St E,2001/04/17,1618,Bicycle,Property Damage Only,
01-096888,Hennepin,Minneapolis,27th St W,Pillsbury Av S,2001/04/17,1946,Bicycle,Possible Injury (C),
01-097284,Hennepin,Minneapolis,Logan Av N,Plymouth Av N,2001/04/18,652,Bicycle,Possible Injury (C),
01-097713,Hennepin,Minneapolis,6th St N,33rd Av N,2001/04/18,1654,Bicycle,Possible Injury (C),
01-100006,Hennepin,Minneapolis,19th Av NE,Central Av NE,2001/04/20,1820,Bicycle,Possible Injury (C),
01-101115,Hennepin,Minneapolis,36th Av N,Lyndale Av N,2001/04/21,1721,Bicycle,Possible Injury (C),
01-101944,Hennepin,Minneapolis,19th St E,Chicago Av S,2001/01/12,1630,Bicycle,Possible Injury (C),
01-103830,Hennepin,Minneapolis,4th Av S,Lake St E,2001/04/24,1655,Bicycle,Possible Injury (C),
01-104868,Hennepin,Minneapolis,15th Av S,34th St E,2001/04/25,1655,Bicycle,Possible Injury (C),
01-105696,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2001/04/26,1042,Bicycle,Possible Injury (C),
01-105885,Hennepin,Minneapolis,Franklin Av E,Park Av S,2001/04/26,1400,Bicycle,Property Damage Only,
01-107202,Hennepin,Minneapolis,26th St E,Portland Av S,2001/04/27,1615,Bicycle,Property Damage Only,
01-110701,Hennepin,Minneapolis,1st Av NE,University Av NE,2001/04/30,1258,Bicycle,Possible Injury (C),
01-110833,Hennepin,Minneapolis,20th Av S,Riverside Av S,2001/04/30,1535,Bicycle,Possible Injury (C),
01-112034,Hennepin,Minneapolis,38th St E,Clinton Av S,2001/05/01,1915,Bicycle,Possible Injury (C),
01-113138,Hennepin,Minneapolis,58th St E,Cedar Av S,2001/05/02,1925,Bicycle,Possible Injury (C),
01-114217,Hennepin,Minneapolis,Grand Av S,Lake St W,2001/05/03,1730,Bicycle,Possible Injury (C),
01-115123,Hennepin,Minneapolis,27th Av SE,University Av SE,2001/05/04,1223,Bicycle,Possible Injury (C),
01-115251,Hennepin,Minneapolis,Grant St E,Portland Av S,2001/05/04,1500,Bicycle,Property Damage Only,
01-116351,Hennepin,Minneapolis,Mid-Block Driveway,Marquette Av S,2001/05/05,1350,Bicycle,Possible Injury (C),
01-117493,Hennepin,Minneapolis,17th Av S,35th St E,2001/05/06,1745,Bicycle,Possible Injury (C),
01-120221,Hennepin,Minneapolis,Walnut St SE,Washington Av SE,2001/05/09,1000,Bicycle,Possible Injury (C),
01-120515,Hennepin,Minneapolis,18th Av S,32nd St E,2001/05/09,1512,Bicycle,Possible Injury (C),
01-120762,Hennepin,Minneapolis,14th Av S,24th St E,2001/05/09,1915,Bicycle,Possible Injury (C),
01-122396,Hennepin,Minneapolis,Hennepin Av S,Laurel Av W,2001/05/11,130,Bicycle,Possible Injury (C),
01-123258,Hennepin,Minneapolis,4th St N,30th Av N,2001/05/11,2028,Bicycle,Possible Injury (C),
01-125555,Hennepin,Minneapolis,32nd Av S,36th St E,2001/05/13,1855,Bicycle,Possible Injury (C),
01-125707,Hennepin,Minneapolis,31st St E,Park Av S,2001/05/13,2154,Bicycle,Possible Injury (C),
01-125958,Hennepin,Minneapolis,28th St W,Colfax Av S,2001/05/11,1940,Bicycle,Property Damage Only,
01-126524,Hennepin,Minneapolis,10th Av SE,University Av SE,2001/05/14,1820,Bicycle,Possible Injury (C),
01-126664,Hennepin,Minneapolis,Dunwoody Blvd W,Lyndale Av S,2001/05/14,2055,Bicycle,Property Damage Only,
01-126671,Hennepin,Minneapolis,Lowry Av N,Penn Av N,2001/05/14,2104,Bicycle,Possible Injury (C),
01-127912,Hennepin,Minneapolis,Hiawatha Av S SB Ramp,Lake St E,2001/05/15,2030,Bicycle,Possible Injury (C),
01-128534,Hennepin,Minneapolis,Hennepin Av E,Johnson St NE,2001/05/16,1250,Bicycle,Possible Injury (C),
01-128731,Hennepin,Minneapolis,2nd Av SE,University Av SE,2001/05/16,1700,Bicycle,Possible Injury (C),
01-130049,Hennepin,Minneapolis,38th St E,Hiawatha Av S,2001/05/17,2015,Bicycle,Possible Injury (C),
01-130125,Hennepin,Minneapolis,31st St E,Park Av S,2001/05/17,2200,Bicycle,Possible Injury (C),
01-130978,Hennepin,Minneapolis,26th St W,Grand Av S,2001/05/18,1615,Bicycle,Property Damage Only,
01-131102,Hennepin,Minneapolis,30th Av N,Oliver Av N,2001/05/18,1750,Bicycle,Possible Injury (C),
01-131950,Hennepin,Minneapolis,Lake St E,Snelling Av S,2001/05/19,840,Bicycle,Possible Injury (C),
01-132641,Hennepin,Minneapolis,Cedar Lake Road S,Morgan Av S,2001/05/19,2128,Bicycle,Possible Injury (C),
01-134053,Hennepin,Minneapolis,26th St W,Nicollet Av S,2001/05/21,1100,Bicycle,Possible Injury (C),
01-134537,Hennepin,Minneapolis,4th Av S,31st St E,2001/05/21,2045,Bicycle,Property Damage Only,
01-141468,Hennepin,Minneapolis,40th St E,Longfellow Av S,2001/05/28,1540,Bicycle,Possible Injury (C),
01-142575,Hennepin,Minneapolis,19th Av NE,Taylor St NE,2001/05/29,1355,Bicycle,Possible Injury (C),
01-144054,Hennepin,Minneapolis,26th Av S,Franklin Av E,2001/05/30,1815,Bicycle,Possible Injury (C),
01-145128,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2001/05/31,1640,Bicycle,Possible Injury (C),
01-147081,Hennepin,Minneapolis,21st Av S,Riverside Av S,2001/06/02,920,Bicycle,Possible Injury (C),
01-148519,Hennepin,Minneapolis,33rd St W,Grand Av S,2001/06/03,1700,Bicycle,Possible Injury (C),
01-150865,Hennepin,Minneapolis,Dowling Av N,Fremont Av N,2001/06/05,1835,Bicycle,Possible Injury (C),
01-153054,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2001/06/07,1630,Bicycle,Property Damage Only,
01-153345,Hennepin,Minneapolis,6th St NE,Lowry Av NE,2001/06/07,2100,Bicycle,Property Damage Only,
01-154617,Hennepin,Minneapolis,35th St E,Bloomington Av S,2001/06/08,2122,Bicycle,Possible Injury (C),
01-155481,Hennepin,Minneapolis,14th Av S,Lake St E,2001/06/09,1420,Bicycle,Possible Injury (C),
01-156817,Hennepin,Minneapolis,West Broadway Av N,Lyndale Av N,2001/06/10,1510,Bicycle,Possible Injury (C),
01-158105,Hennepin,Minneapolis,Franklin Av E,Portland Av S,2001/06/11,1820,Bicycle,Possible Injury (C),
01-158663,Hennepin,Minneapolis,Saint Mary's Av SE,University Av SE,2001/06/12,745,Bicycle,Possible Injury (C),
01-158941,Hennepin,Minneapolis,8th St S,Portland Av S,2001/06/12,1145,Bicycle,Possible Injury (C),
01-160302,Hennepin,Minneapolis,9th St S,Marquette Av S,2001/06/13,1545,Bicycle,Possible Injury (C),
01-160861,Hennepin,Minneapolis,11th Av SE,University Av SE,2001/06/13,2356,Bicycle,Possible Injury (C),
01-161387,Hennepin,Minneapolis,5th Av S,19th St E,2001/06/14,1420,Bicycle,Possible Injury (C),
01-162889,Hennepin,Minneapolis,22nd St W,Lyndale Av S,2001/06/15,2040,Bicycle,Property Damage Only,
01-166874,Hennepin,Minneapolis,5th St SE,10th Av SE,2001/06/19,835,Bicycle,Possible Injury (C),
01-167525,Hennepin,Minneapolis,19th St E,Chicago Av S,2001/06/19,1950,Bicycle,Possible Injury (C),
01-167547,Hennepin,Minneapolis,16th Av N,Xerxes Av N,2001/06/19,2013,Bicycle,Possible Injury (C),
01-168073,Hennepin,Minneapolis,2nd Av S,60th St E,2001/06/20,740,Bicycle,Possible Injury (C),
01-168679,Hennepin,Minneapolis,38th Av S,42nd St E,2001/06/20,1900,Bicycle,Possible Injury (C),
01-169781,Hennepin,Minneapolis,21st Av N,Thomas Av N,2001/06/21,1743,Bicycle,Possible Injury (C),
01-169814,Hennepin,Minneapolis,2nd St N,10th Av N,2001/06/21,1805,Bicycle,Possible Injury (C),
01-170933,Hennepin,Minneapolis,West Broadway Av N,Washington Av N,2001/06/22,1600,Bicycle,Possible Injury (C),
01-172239,Hennepin,Minneapolis,24th St W,Garfield Av S,2001/06/23,1620,Bicycle,Possible Injury (C),
01-172331,Hennepin,Minneapolis,46th Av N,Russell Av N,2001/06/23,1754,Bicycle,Possible Injury (C),
01-172366,Hennepin,Minneapolis,34th St W,Dupont Av S,2001/06/23,1839,Bicycle,Possible Injury (C),
01-172749,Hennepin,Minneapolis,7th St S,Hennepin Av S,2001/06/23,2325,Bicycle,Possible Injury (C),
01-172881,Hennepin,Minneapolis,11th Av S,Lake St E,2001/06/24,105,Bicycle,Possible Injury (C),
01-177089,Hennepin,Minneapolis,3rd Av NE,Central Av NE,2001/06/27,1929,Bicycle,Possible Injury (C),
01-179762,Hennepin,Minneapolis,7th St S,Hennepin Av S,2001/06/29,2211,Bicycle,Possible Injury (C),
01-180363,Hennepin,Minneapolis,France Av S,Glendale Terrace W,2001/06/30,900,Bicycle,Possible Injury (C),
01-180610,Hennepin,Minneapolis,26th St W,Pillsbury Av S,2001/06/30,1230,Bicycle,Possible Injury (C),
01-180906,Hennepin,Minneapolis,21st Av S,Franklin Av E,2001/06/30,2115,Bicycle,Possible Injury (C),
01-180934,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,2001/06/30,2152,Bicycle,Possible Injury (C),
01-181747,Hennepin,Minneapolis,35th St E,Hiawatha Av S,2001/07/01,1510,Bicycle,Possible Injury (C),
01-183964,Hennepin,Minneapolis,Central Av NE,Lowry Av NE,2001/07/03,1450,Bicycle,Possible Injury (C),
01-184587,Hennepin,Minneapolis,37th St E,Cedar Av S,2001/07/04,110,Bicycle,Possible Injury (C),
01-185030,Hennepin,Minneapolis,17th Av N,Fremont Av N,2001/07/04,1414,Bicycle,Possible Injury (C),
01-185295,Hennepin,Minneapolis,26th St W,Nicollet Av S,2001/07/04,1922,Bicycle,Possible Injury (C),
01-186464,Hennepin,Minneapolis,13th Av S,28th St E,2001/07/05,1710,Bicycle,Possible Injury (C),
01-187152,Hennepin,Minneapolis,37th St E,Portland Av S,2001/06/14,1650,Bicycle,Possible Injury (C),
01-187521,Hennepin,Minneapolis,West Broadway Av N,Washington Av N,2001/07/06,1425,Bicycle,Possible Injury (C),
01-188336,Hennepin,Minneapolis,29th St E,Cedar Av S,2001/07/07,150,Bicycle,Property Damage Only,
01-190021,Hennepin,Minneapolis,26th Av S,Franklin Av E,2001/07/08,1930,Bicycle,Possible Injury (C),
01-190111,Hennepin,Minneapolis,36th St E,Chicago Av S,2001/07/08,2100,Bicycle,Possible Injury (C),
01-190961,Hennepin,Minneapolis,Adams St NE,Broadway St NE,2001/07/09,1700,Bicycle,Possible Injury (C),
01-190985,Hennepin,Minneapolis,21st Av N,Russell Av N,2001/07/09,1810,Bicycle,Possible Injury (C),
01-194375,Hennepin,Minneapolis,36th St W,Hennepin Av S,2001/07/12,1510,Bicycle,Possible Injury (C),
01-194465,Hennepin,Minneapolis,28th St E,Bloomington Av S,2001/07/12,1715,Bicycle,Property Damage Only,
01-197254,Hennepin,Minneapolis,16th Av S,28th St E,2001/07/14,1900,Bicycle,Possible Injury (C),
01-200212,Hennepin,Minneapolis,7th St S,Marquette Av S,2001/07/16,1930,Bicycle,Property Damage Only,
01-201503,Hennepin,Minneapolis,Harriet Av S,Lake St W,2001/07/18,1255,Bicycle,Possible Injury (C),
01-201742,Hennepin,Minneapolis,2nd St N,Lowry Av N,2001/07/18,1733,Bicycle,Possible Injury (C),
01-201924,Hennepin,Minneapolis,12th St N,Glenwood Av N,2001/07/18,2020,Bicycle,Property Damage Only,
01-202647,Hennepin,Minneapolis,9th St S,Marquette Av S,2001/07/19,1230,Bicycle,Possible Injury (C),
01-202950,Hennepin,Minneapolis,10th Av SE,University Av SE,2001/07/19,1710,Bicycle,Possible Injury (C),
01-203802,Hennepin,Minneapolis,33rd St W,Nicollet Av S,2001/07/20,1230,Bicycle,Possible Injury (C),
01-204189,Hennepin,Minneapolis,8th Av N,Morgan Av N,2001/07/20,1917,Bicycle,Possible Injury (C),
01-204239,Hennepin,Minneapolis,5th St S,Hennepin Av S,2001/07/20,2000,Bicycle,Possible Injury (C),
01-204341,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2001/07/20,2113,Bicycle,Property Damage Only,
01-208597,Hennepin,Minneapolis,31st St W,Grand Av S,2001/07/24,1330,Bicycle,Possible Injury (C),
01-208675,Hennepin,Minneapolis,2nd Av N,West Lyndale Av N,2001/07/24,1435,Bicycle,Property Damage Only,
01-208748,Hennepin,Minneapolis,4th St N,10th Av N,2001/07/24,1530,Bicycle,Possible Injury (C),
01-208934,Hennepin,Minneapolis,15th Av S,40th St E,2001/07/24,1840,Bicycle,Possible Injury (C),
01-209748,Hennepin,Minneapolis,Minnehaha Pkwy E,Portland Av S,2001/07/25,1220,Bicycle,Possible Injury (C),
01-210323,Hennepin,Minneapolis,35th St E,Hiawatha Av S,2001/07/25,2115,Bicycle,Possible Injury (C),
01-211023,Hennepin,Minneapolis,37th Av N,Russell Av N,2001/07/26,1335,Bicycle,Property Damage Only,
01-211138,Hennepin,Minneapolis,Lake St E,Portland Av S,2001/07/26,1608,Bicycle,Possible Injury (C),
01-211183,Hennepin,Minneapolis,5th Av S,28th St E,2001/07/26,1703,Bicycle,Possible Injury (C),
01-212371,Hennepin,Minneapolis,26th Av NE,Central Av NE,2001/07/27,1545,Bicycle,Possible Injury (C),
01-212774,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,2001/07/27,2115,Bicycle,Possible Injury (C),
01-215241,Hennepin,Minneapolis,35th St E,Hiawatha Av S,2001/07/30,635,Bicycle,Possible Injury (C),
01-216609,Hennepin,Minneapolis,Lake St E,Park Av S,2001/07/31,1110,Bicycle,Possible Injury (C),
01-216768,Hennepin,Minneapolis,21st Av S,41st St E,2001/07/31,0,Bicycle,Possible Injury (C),
01-218447,Hennepin,Minneapolis,Humboldt Av N,Victory Memorial Pkwy N,2001/08/01,2132,Bicycle,Possible Injury (C),
01-219186,Hennepin,Minneapolis,Park Av S,Washington Av S,2001/08/02,1250,Bicycle,Possible Injury (C),
01-219484,Hennepin,Minneapolis,35th Av S,Lake St E,2001/08/02,1759,Bicycle,Possible Injury (C),
01-221577,Hennepin,Minneapolis,40th St W,Blaisdell Av S,2001/08/04,935,Bicycle,Possible Injury (C),
01-221716,Hennepin,Minneapolis,26th St W,Harriet Av S,2001/08/04,1240,Bicycle,Possible Injury (C),
01-221903,Hennepin,Minneapolis,3rd Av S,35th St E,2001/08/04,1720,Bicycle,Possible Injury (C),
01-223210,Hennepin,Minneapolis,28th St E,Hiawatha Av S,2001/08/05,2100,Bicycle,Possible Injury (C),
01-223213,Hennepin,Minneapolis,28th Av S,38th St E,2001/08/05,2120,Bicycle,Possible Injury (C),
01-223821,Hennepin,Minneapolis,33rd Av N,Bryant Av N,2001/06/24,100,Bicycle,Possible Injury (C),
01-223985,Hennepin,Minneapolis,27th Av SE,Delaware St SE,2001/08/06,1654,Bicycle,Possible Injury (C),
01-224029,Hennepin,Minneapolis,Aldrich Av N,West Broadway Av N,2001/08/06,1725,Bicycle,Possible Injury (C),
01-225061,Hennepin,Minneapolis,West Broadway Av N,Girard Av N,2001/08/07,1523,Bicycle,Possible Injury (C),
01-228449,Hennepin,Minneapolis,22nd Av NE,Washington St NE,2001/08/04,1730,Bicycle,Property Damage Only,
01-228476,Hennepin,Minneapolis,26th St E,Stevens Av S,2001/08/10,1400,Bicycle,Possible Injury (C),
01-228669,Hennepin,Minneapolis,26th St W,Garfield Av S,2001/08/10,1717,Bicycle,Property Damage Only,
01-230052,Hennepin,Minneapolis,26th St E,Bloomington Av S,2001/08/11,2050,Bicycle,Possible Injury (C),
01-230749,Hennepin,Minneapolis,6th St N,35th Av N,2001/08/12,1135,Bicycle,Possible Injury (C),
01-232053,Hennepin,Minneapolis,19th St E,Portland Av S,2001/08/13,1715,Bicycle,Property Damage Only,
01-232378,Hennepin,Minneapolis,54th St W,Lyndale Av S,2001/08/13,2210,Bicycle,Property Damage Only,
01-232618,Hennepin,Minneapolis,Irving Av S,Lagoon Av W,2001/08/14,135,Bicycle,Possible Injury (C),
01-232937,Hennepin,Minneapolis,33rd Av N,Upton Av N,2001/08/14,0,Bicycle,Possible Injury (C),
01-233213,Hennepin,Minneapolis,25th Av SE,University Av SE,2001/08/14,1627,Bicycle,Possible Injury (C),
01-233242,Hennepin,Minneapolis,16th St E,Nicollet Av S,2001/08/14,1653,Bicycle,Possible Injury (C),
01-233355,Hennepin,Minneapolis,13th Av SE,University Av SE,2001/08/14,1845,Bicycle,Possible Injury (C),
