Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.
07-300129,Hennepin,Minneapolis,Hennepin Av S,Washington Av S,2007/09/08,300,Bicycle,Non-Incap. Injury (B),
07-300342,Hennepin,Minneapolis,Lake St E,Columbus Av S,2007/09/08,1009,Bicycle,Possible Injury (C),
07-301846,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,2007/09/09,1530,Bicycle,Possible Injury (C),
07-301905,Hennepin,Minneapolis,24th St W,Blaisdell Av S,2007/09/09,1845,Bicycle,Non-Incap. Injury (B),
07-303183,Hennepin,Minneapolis,38th St E,Minnehaha Av S,2007/09/10,2140,Bicycle,Possible Injury (C),
07-304053,Hennepin,Minneapolis,Lake St E,Columbus Av S,2007/09/11,1755,Bicycle,Non-Incap. Injury (B),
07-304374,Hennepin,Minneapolis,Pleasant Av S,Franklin Av W,2007/09/11,2250,Bicycle,Non-Incap. Injury (B),
07-304399,Hennepin,Minneapolis,Hennepin Av S,25th St W,2007/09/11,2305,Bicycle,Possible Injury (C),
07-307073,Hennepin,Minneapolis,Central Av NE,14th Av NE,2007/09/14,1340,Bicycle,Possible Injury (C),
07-307212,Hennepin,Minneapolis,Godfrey Pkwy E,46th Av S,2007/09/14,1632,Bicycle,Possible Injury (C),
07-308900,Hennepin,Minneapolis,Hennepin Av S,3rd St N,2007/09/16,25,Bicycle,Non-Incap. Injury (B),
07-311647,Hennepin,Minneapolis,1st Av S,25th St E,2007/09/18,1645,Bicycle,Possible Injury (C),
07-312297,Hennepin,Minneapolis,Minnehaha Av S,Godfrey Pkwy E,2007/09/19,650,Bicycle,Possible Injury (C),
07-312759,Hennepin,Minneapolis,Como Av SE,16th Av SE,2007/09/19,1701,Bicycle,Possible Injury (C),
07-313033,Hennepin,Minneapolis,Lyndale Av N,Plymouth Av N,2007/09/19,2011,Bicycle,Possible Injury (C),
07-313483,Hennepin,Minneapolis,Hiawatha Av S,28th St E,2007/09/20,220,Bicycle,Non-Incap. Injury (B),
07-318634,Hennepin,Minneapolis,Washington Av S,2nd Av S,2007/09/09,0,Bicycle,Possible Injury (C),
07-318798,Hennepin,Minneapolis,Hennepin Av S,3rd St S,2007/09/24,1135,Bicycle,Property Damage Only,
07-319387,Hennepin,Minneapolis,Portland Av S,15th St E,2007/09/25,2125,Bicycle,Possible Injury (C),
07-320926,Hennepin,Minneapolis,Lyndale Av S,35th St W,2007/09/26,700,Bicycle,Possible Injury (C),
07-322508,Hennepin,Minneapolis,4th St N,Dowling Av N,2007/09/27,1730,Bicycle,Possible Injury (C),
07-322536,Hennepin,Minneapolis,Plymouth Av N,Lyndale Av N,2007/09/27,1812,Bicycle,Incap. Injury (A),
07-322550,Hennepin,Minneapolis,Portland Av S,Franklin Av E,2007/09/27,1820,Bicycle,Possible Injury (C),
07-322975,Hennepin,Minneapolis,I-35W SB Ramp,4th St SE,2007/09/27,800,Bicycle,Possible Injury (C),
07-323344,Hennepin,Minneapolis,West Broadway Av N,Fremont Av N,2007/09/28,1145,Bicycle,Possible Injury (C),
07-323356,Hennepin,Minneapolis,Colfax Av S,28th St W,2007/09/28,1208,Bicycle,Possible Injury (C),
07-323679,Hennepin,Minneapolis,Irving Av N,14th Av N,2007/09/28,1758,Bicycle,Non-Incap. Injury (B),
07-326271,Hennepin,Minneapolis,Penn Av N,Golden Valley Road N,2007/09/30,1900,Bicycle,Possible Injury (C),
07-326812,Hennepin,Minneapolis,7th St S,Portland Av S,2007/10/01,1030,Bicycle,Possible Injury (C),
07-326990,Hennepin,Minneapolis,Hennepin Av S,27th St W,2007/10/01,1400,Bicycle,Property Damage Only,
07-327274,Hennepin,Minneapolis,25th St E,Portland Av S,2007/10/01,1840,Bicycle,Possible Injury (C),
07-328070,Hennepin,Minneapolis,Malcolm Av SE,Intercampus Transitway SE,2007/10/02,1050,Bicycle,Possible Injury (C),
07-329094,Hennepin,Minneapolis,5th Av SE,University Av SE,2007/10/03,840,Bicycle,Non-Incap. Injury (B),
07-329592,Hennepin,Minneapolis,31st St E,Stevens Av S,2007/10/07,1806,Bicycle,Possible Injury (C),
07-330264,Hennepin,Minneapolis,21st Av S,Riverside Av S,2007/10/04,757,Bicycle,Incap. Injury (A),
07-330855,Hennepin,Minneapolis,Groveland Av W,LaSalle Av S,2007/10/04,1844,Bicycle,Possible Injury (C),
07-331147,Hennepin,Minneapolis,Nicollet Av S,14th St E,2007/10/04,2215,Bicycle,Non-Incap. Injury (B),
07-332131,Hennepin,Minneapolis,Hennepin Av S,28th St W,2007/10/05,1915,Bicycle,Possible Injury (C),
07-332934,Hennepin,Minneapolis,Lake St E,Park Av S,2007/10/06,1000,Bicycle,Non-Incap. Injury (B),
07-334867,Hennepin,Minneapolis,Franklin Av W,Nicollet Av S,2007/10/07,2035,Bicycle,Possible Injury (C),
07-338845,Hennepin,Minneapolis,26th St E,Nicollet Av S,2007/10/11,1812,Bicycle,Possible Injury (C),
07-340052,Hennepin,Minneapolis,3rd St S,Hennepin Av S,2007/10/12,1745,Bicycle,Non-Incap. Injury (B),
07-340076,Hennepin,Minneapolis,Xerxes Av S,46th St W,2007/10/12,1800,Bicycle,Non-Incap. Injury (B),
07-340146,Hennepin,Minneapolis,27th St W,Lyndale Av S,2007/10/12,1848,Bicycle,Possible Injury (C),
07-341182,Hennepin,Minneapolis,31st St E,1st Av S,2007/10/14,1355,Bicycle,Possible Injury (C),
07-341471,Hennepin,Minneapolis,Hennepin Av S,2nd St N,2007/10/13,1915,Bicycle,Property Damage Only,
07-344268,Hennepin,Minneapolis,Lake St E,20th Av S,2007/10/16,1228,Bicycle,Possible Injury (C),
07-344724,Hennepin,Minneapolis,Cedar Av S,EM Stately St E,2007/10/16,1825,Bicycle,Non-Incap. Injury (B),
07-348184,Hennepin,Minneapolis,Milwaukee Av S,Franklin Av E,2007/10/19,1846,Bicycle,Possible Injury (C),
07-349077,Hennepin,Minneapolis,35th Av N,Morgan Av N,2007/10/20,1128,Bicycle,Property Damage Only,
07-350536,Hennepin,Minneapolis,University Av SE,Bedford St SE,2007/10/21,1610,Bicycle,Possible Injury (C),
07-350818,Hennepin,Minneapolis,Humboldt Av S,Lake St W,2007/10/21,2148,Bicycle,Possible Injury (C),
07-351515,Hennepin,Minneapolis,Park Av S,9th St S,2007/10/22,1500,Bicycle,Possible Injury (C),
07-351774,Hennepin,Minneapolis,Spring St NE,Central Av NE,2007/10/22,1850,Bicycle,Possible Injury (C),
07-351861,Hennepin,Minneapolis,Nicollet Av S,28th St E,2007/10/22,0,Bicycle,Possible Injury (C),
07-351954,Hennepin,Minneapolis,Franklin Av E,3rd Av S,2007/10/22,2153,Bicycle,Possible Injury (C),
07-352411,Hennepin,Minneapolis,Franklin Av E,Cedar Av S,2007/10/23,1043,Bicycle,Possible Injury (C),
07-354751,Hennepin,Minneapolis,Franklin Av E,21st Av S,2007/10/25,1211,Bicycle,Non-Incap. Injury (B),
07-354804,Hennepin,Minneapolis,Nicollet Av S,15th St W,2007/10/25,1322,Bicycle,Non-Incap. Injury (B),
07-354911,Hennepin,Minneapolis,Washington Av SE,Huron Blvd SE,2007/10/25,1530,Bicycle,Possible Injury (C),
07-356173,Hennepin,Minneapolis,Lake St E,3rd Av S,2007/10/26,1554,Bicycle,Possible Injury (C),
07-356231,Hennepin,Minneapolis,9th St S,5th Av S,2007/10/26,1630,Bicycle,Non-Incap. Injury (B),
07-356339,Hennepin,Minneapolis,Fremont Av S,Hennepin Av S,2007/10/26,1755,Bicycle,Property Damage Only,
07-357322,Hennepin,Minneapolis,28th St W,Lyndale Av S,2007/10/27,1434,Bicycle,Property Damage Only,
07-358366,Hennepin,Minneapolis,Lake St E,2nd Av S,2007/10/28,1100,Bicycle,Property Damage Only,
07-358847,Hennepin,Minneapolis,Lake St E,22nd Av S,2007/10/28,2205,Bicycle,Possible Injury (C),
07-359518,Hennepin,Minneapolis,Franklin Av E,Chicago Av S,2007/10/29,1439,Bicycle,Property Damage Only,
07-359671,Hennepin,Minneapolis,William Berry Pkwy S,West Lake Harriet Pkwy S,2007/10/29,1710,Bicycle,Possible Injury (C),
07-359720,Hennepin,Minneapolis,4th St SE,14th Av SE,2007/10/29,1750,Bicycle,Non-Incap. Injury (B),
07-359840,Hennepin,Minneapolis,Cedar Av S,24th St E,2007/10/29,1945,Bicycle,Possible Injury (C),
07-360623,Hennepin,Minneapolis,Bloomington Av S,29th St E,2007/10/30,1600,Bicycle,Property Damage Only,
07-360811,Hennepin,Minneapolis,Hennepin Av S,11th St S,2007/10/30,1800,Bicycle,Non-Incap. Injury (B),
07-360848,Hennepin,Minneapolis,Hennepin Av S,Lagoon Av W,2007/10/30,1905,Bicycle,Property Damage Only,
07-362009,Hennepin,Minneapolis,Washington Av S,15th Av S,2007/10/31,2005,Bicycle,Property Damage Only,
07-364100,Hennepin,Minneapolis,Lake St E,Elliot Av S,2007/11/02,1610,Bicycle,Property Damage Only,
07-366527,Hennepin,Minneapolis,Chicago Av S,48th St E,2007/11/04,1530,Bicycle,Non-Incap. Injury (B),
07-366660,Hennepin,Minneapolis,Nicollet Av S,18th St E,2007/11/04,1830,Bicycle,Possible Injury (C),
07-373301,Hennepin,Minneapolis,Hennepin Av S,9th St N,2007/11/11,206,Bicycle,Possible Injury (C),
07-377610,Hennepin,Minneapolis,Essex St SE,Huron Blvd SE,2007/11/15,1700,Bicycle,Possible Injury (C),
07-383056,Hennepin,Minneapolis,Penn Av S,56th St W,2007/11/20,1645,Bicycle,Possible Injury (C),
07-385840,Hennepin,Minneapolis,Aldrich Av S,22nd St W,2007/11/23,2052,Bicycle,Non-Incap. Injury (B),
07-397538,Hennepin,Minneapolis,Portland Av S,28th St E,2007/12/05,2318,Bicycle,Non-Incap. Injury (B),
07-397600,Hennepin,Minneapolis,4th St SE,8th Av SE,2007/12/06,33,Bicycle,Non-Incap. Injury (B),
07-401640,Hennepin,Minneapolis,Plymouth Av N,2nd St N,2007/12/10,914,Bicycle,Non-Incap. Injury (B),
07-402210,Hennepin,Minneapolis,Broadway St NE,Quincy St NE,2007/12/10,2140,Bicycle,Fatalities,
07-402651,Hennepin,Minneapolis,Franklin Av E,Chicago Av S,2007/12/11,1145,Bicycle,Property Damage Only,
07-404891,Hennepin,Minneapolis,10th St S,Marquette Av S,2007/12/13,1440,Bicycle,Property Damage Only,
07-406956,Hennepin,Minneapolis,Washington Av S,4th Av S,2007/12/15,945,Bicycle,Possible Injury (C),
07-409944,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,2007/12/18,1030,Bicycle,Non-Incap. Injury (B),
07-413169,Hennepin,Minneapolis,28th St E,Portland Av S,2007/12/21,705,Bicycle,Possible Injury (C),
08-031722,Hennepin,Minneapolis,Cedar Av S,26th St E,2008/02/02,127,Bicycle,Possible Injury (C),
08-041776,Hennepin,Minneapolis,Riverside Av S,25th Av S,2008/02/12,1522,Bicycle,Possible Injury (C),
08-050756,Hennepin,Minneapolis,24th St E,Clinton Av S,2008/02/22,1555,Bicycle,Non-Incap. Injury (B),
08-052511,Hennepin,Minneapolis,30th Av S,32nd St E,2008/02/24,756,Bicycle,Possible Injury (C),
08-052594,Hennepin,Minneapolis,26th St E,Hiawatha Av S,2008/02/24,337,Bicycle,Property Damage Only,
08-052806,Hennepin,Minneapolis,Nicollet Av S,28th St E,2008/02/24,1230,Bicycle,Possible Injury (C),
08-060152,Hennepin,Minneapolis,Nicollet Av S,Franklin Av W,2008/03/02,1850,Bicycle,Property Damage Only,
08-061611,Hennepin,Minneapolis,Hennepin Av S,4th St N,2008/03/04,845,Bicycle,Non-Incap. Injury (B),
08-063567,Hennepin,Minneapolis,18th Av NE,Fillmore St NE,2008/03/06,745,Bicycle,Possible Injury (C),
08-085686,Hennepin,Minneapolis,20th Av S,Minnehaha Av S,2008/03/27,2140,Bicycle,Property Damage Only,
08-088960,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2008/03/30,0,Bicycle,Non-Incap. Injury (B),
08-089335,Hennepin,Minneapolis,Portland Av S,22nd St E,2008/03/31,1000,Bicycle,Property Damage Only,
08-092411,Hennepin,Minneapolis,Lowry Av NE,Washington St NE,2008/04/03,620,Bicycle,Non-Incap. Injury (B),
08-093016,Hennepin,Minneapolis,50th St W,York Av S,2008/04/03,1925,Bicycle,Non-Incap. Injury (B),
08-094130,Hennepin,Minneapolis,22nd St E,14th Av S,2008/04/04,1700,Bicycle,Possible Injury (C),
08-095803,Hennepin,Minneapolis,Minnehaha Av S,Franklin Av E,2008/04/05,2338,Bicycle,Non-Incap. Injury (B),
08-096494,Hennepin,Minneapolis,4th St SE,11th Av SE,2008/04/06,1905,Bicycle,Possible Injury (C),
08-098127,Hennepin,Minneapolis,18th Av S,27th St E,2008/04/08,805,Bicycle,Possible Injury (C),
08-102392,Hennepin,Minneapolis,Washington Av N,Dowling Av N,2008/04/12,1130,Bicycle,Possible Injury (C),
08-104769,Hennepin,Minneapolis,Hennepin Av S,5th St N,2008/04/14,1730,Bicycle,Incap. Injury (A),
08-105040,Hennepin,Minneapolis,Portland Av S,55th St E,2008/04/14,2125,Bicycle,Non-Incap. Injury (B),
08-106536,Hennepin,Minneapolis,3rd St S,Cedar Av S,2008/04/16,520,Bicycle,Possible Injury (C),
08-107088,Hennepin,Minneapolis,Willow St S,Grant St W,2008/04/16,1620,Bicycle,Possible Injury (C),
08-107292,Hennepin,Minneapolis,41st Av N,Lyndale Av N,2008/04/16,1900,Bicycle,Property Damage Only,
08-108398,Hennepin,Minneapolis,Lowry Av N,4th St N,2008/04/17,1740,Bicycle,Non-Incap. Injury (B),
08-112295,Hennepin,Minneapolis,26th St E,13th Av S,2008/04/21,830,Bicycle,Property Damage Only,
08-120855,Hennepin,Minneapolis,26th St E,10th Av S,2008/04/28,2342,Bicycle,Non-Incap. Injury (B),
08-122361,Hennepin,Minneapolis,11th St S,LaSalle Av S,2008/04/30,1100,Bicycle,Non-Incap. Injury (B),
08-125486,Hennepin,Minneapolis,29th St E,29th Av S,2008/05/02,2126,Bicycle,Non-Incap. Injury (B),
08-131871,Hennepin,Minneapolis,Penn Av N,29th Av N,2008/05/08,1620,Bicycle,Possible Injury (C),
08-137644,Hennepin,Minneapolis,Marquette Av S,11th St S,2008/05/13,1856,Bicycle,Possible Injury (C),
08-138540,Hennepin,Minneapolis,Polk St NE,37th Av NE,2008/05/14,1600,Bicycle,Possible Injury (C),
08-140254,Hennepin,Minneapolis,Hennepin Av S,15th St W,2008/05/15,2210,Bicycle,Non-Incap. Injury (B),
08-141113,Hennepin,Minneapolis,Lyndale Av S,35th St W,2008/05/16,1600,Bicycle,Possible Injury (C),
08-141455,Hennepin,Minneapolis,42nd St E,3rd Av S,2008/05/16,2111,Bicycle,Possible Injury (C),
08-143762,Hennepin,Minneapolis,35th Av N,Penn Av N,2008/05/18,1608,Bicycle,Non-Incap. Injury (B),
08-143814,Hennepin,Minneapolis,Stevens Av S,Diamond Lake Road E,2008/05/18,1707,Bicycle,Possible Injury (C),
08-144867,Hennepin,Minneapolis,Central Av NE,13th Av NE,2008/05/19,1735,Bicycle,Possible Injury (C),
08-150996,Hennepin,Minneapolis,Chicago Av S,Washington Av S,2008/05/24,1300,Bicycle,Incap. Injury (A),
08-151542,Hennepin,Minneapolis,Chicago Av S,31st St E,2008/05/24,2130,Bicycle,Property Damage Only,
08-151798,Hennepin,Minneapolis,Hennepin Av S,7th St S,2008/05/25,16,Bicycle,Possible Injury (C),
08-154995,Hennepin,Minneapolis,Lyndale Av S,22nd St W,2008/05/27,2227,Bicycle,Possible Injury (C),
08-155359,Hennepin,Minneapolis,4th St S,3rd Av S,2008/05/28,840,Bicycle,Non-Incap. Injury (B),
08-155940,Hennepin,Minneapolis,Olson Memorial Hwy South Front,Border Av N,2008/05/28,1815,Bicycle,Possible Injury (C),
08-158861,Hennepin,Minneapolis,8th St S,Hennepin Av S,2008/05/31,155,Bicycle,Property Damage Only,
08-158912,Hennepin,Minneapolis,3rd St S,Hennepin Av S,2008/05/31,220,Bicycle,Non-Incap. Injury (B),
08-159143,Hennepin,Minneapolis,4th St N,25th Av N,2008/05/31,1000,Bicycle,Non-Incap. Injury (B),
08-159448,Hennepin,Minneapolis,University Av SE,Bedford St SE,2008/05/31,1639,Bicycle,Non-Incap. Injury (B),
08-159514,Hennepin,Minneapolis,2nd Av S,6th St S,2008/05/30,1230,Bicycle,Possible Injury (C),
08-162666,Hennepin,Minneapolis,12th Av S,38th St E,2008/06/03,855,Bicycle,Possible Injury (C),
08-164357,Hennepin,Minneapolis,Washington Av S,I-35W SB Ramp,2008/06/04,1740,Bicycle,Property Damage Only,
08-164474,Hennepin,Minneapolis,Central Av NE,12th Av NE,2008/06/04,1903,Bicycle,Possible Injury (C),
08-164594,Hennepin,Minneapolis,Franklin Av E,Chicago Av S,2008/06/04,2100,Bicycle,Property Damage Only,
08-165508,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,2008/06/05,1506,Bicycle,Non-Incap. Injury (B),
08-165581,Hennepin,Minneapolis,Lake St W,Hennepin Av S,2008/06/05,1600,Bicycle,Possible Injury (C),
08-166519,Hennepin,Minneapolis,Lake St W,Market Plaza S,2008/06/06,1323,Bicycle,Non-Incap. Injury (B),
08-166571,Hennepin,Minneapolis,38th St W,King's Hwy S,2008/06/06,1430,Bicycle,Possible Injury (C),
08-167106,Hennepin,Minneapolis,34th Av S,55th St E,2008/06/06,2145,Bicycle,Possible Injury (C),
08-168021,Hennepin,Minneapolis,26th Av S,26th St E,2008/06/07,1526,Bicycle,Non-Incap. Injury (B),
08-168312,Hennepin,Minneapolis,Wentworth Av S,44th St W,2008/06/07,2000,Bicycle,Possible Injury (C),
08-168881,Hennepin,Minneapolis,Washington Av S,3rd Av S,2008/06/08,215,Bicycle,Possible Injury (C),
08-169427,Hennepin,Minneapolis,Bloomington Av S,33rd St E,2008/06/08,1545,Bicycle,Possible Injury (C),
08-170659,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2008/06/09,1740,Bicycle,Possible Injury (C),
08-171620,Hennepin,Minneapolis,Riverside Av S,23rd Av S,2008/06/10,1205,Bicycle,Possible Injury (C),
08-176898,Hennepin,Minneapolis,Emerson Av S,26th St W,2008/06/14,1343,Bicycle,Possible Injury (C),
08-177108,Hennepin,Minneapolis,2nd St S,9th Av S,2008/06/14,1725,Bicycle,Possible Injury (C),
08-178725,Hennepin,Minneapolis,26th St E,13th Av S,2008/06/15,2216,Bicycle,Possible Injury (C),
08-179567,Hennepin,Minneapolis,Penn Av N,West Broadway Av N,2008/06/16,1749,Bicycle,Non-Incap. Injury (B),
08-181716,Hennepin,Minneapolis,22nd St W,Lyndale Av S,2008/06/18,1310,Bicycle,Possible Injury (C),
08-183947,Hennepin,Minneapolis,2nd St NE,13th Av NE,2008/06/20,825,Bicycle,Possible Injury (C),
08-184302,Hennepin,Minneapolis,8th St SE,7th Av SE,2008/06/20,1550,Bicycle,Property Damage Only,
08-188971,Hennepin,Minneapolis,West River Pkwy S,27th St E,2008/06/24,840,Bicycle,Possible Injury (C),
08-189010,Hennepin,Minneapolis,Franklin Av E,Bloomington Av S,2008/06/24,945,Bicycle,Possible Injury (C),
08-189018,Hennepin,Minneapolis,2nd Av N,4th St N,2008/06/24,1010,Bicycle,Non-Incap. Injury (B),
08-190463,Hennepin,Minneapolis,3rd Av S,19th St E,2008/06/25,1240,Bicycle,Possible Injury (C),
08-195823,Hennepin,Minneapolis,40th Av N,Colfax Av N,2008/06/29,1240,Bicycle,Possible Injury (C),
08-195827,Hennepin,Minneapolis,Portland Av S,15th St E,2008/06/29,1600,Bicycle,Non-Incap. Injury (B),
08-198120,Hennepin,Minneapolis,Franklin Av E,Elliot Av S,2008/07/01,1240,Bicycle,Possible Injury (C),
08-199299,Hennepin,Minneapolis,37th Av NE,Central Av NE,2008/06/30,1600,Bicycle,Non-Incap. Injury (B),
08-200328,Hennepin,Minneapolis,38th St E,Minnehaha Av S,2008/07/03,145,Bicycle,Property Damage Only,
08-200825,Hennepin,Minneapolis,Stevens Av S,Diamond Lake Road E,2008/07/03,1506,Bicycle,Non-Incap. Injury (B),
08-202022,Hennepin,Minneapolis,West River Pkwy S,Lake St E,2008/07/04,1450,Bicycle,Possible Injury (C),
08-206899,Hennepin,Minneapolis,James Av S,31st St W,2008/07/08,1944,Bicycle,Possible Injury (C),
08-207575,Hennepin,Minneapolis,Penn Av N,West Broadway Av N,2008/07/09,1010,Bicycle,Property Damage Only,
08-207939,Hennepin,Minneapolis,University Av SE,6th Av SE,2008/07/09,1800,Bicycle,Property Damage Only,
08-209042,Hennepin,Minneapolis,Hennepin Av S,1st St S,2008/07/10,1649,Bicycle,Possible Injury (C),
08-210219,Hennepin,Minneapolis,4th St SE,10th Av SE,2008/07/11,1500,Bicycle,Possible Injury (C),
08-210247,Hennepin,Minneapolis,3rd Av S,12th St S,2008/07/11,1530,Bicycle,Possible Injury (C),
08-210645,Hennepin,Minneapolis,Washington Av N,2nd Av N,2008/07/11,2330,Bicycle,Possible Injury (C),
08-211360,Hennepin,Minneapolis,Franklin Av E,Nicollet Av S,2008/07/12,1120,Bicycle,Possible Injury (C),
08-213766,Hennepin,Minneapolis,Riverside Av S,22nd Av S,2008/07/14,1655,Bicycle,Possible Injury (C),
08-214197,Hennepin,Minneapolis,Garfield Av S,22nd St W,2008/07/14,2330,Bicycle,Possible Injury (C),
08-215834,Hennepin,Minneapolis,36th Av N,Penn Av N,2008/07/16,1340,Bicycle,Possible Injury (C),
08-215947,Hennepin,Minneapolis,Douglas Av W,Morgan Av S,2008/07/16,1550,Bicycle,Incap. Injury (A),
08-215948,Hennepin,Minneapolis,4th Av S,Washington Av S,2008/07/16,1550,Bicycle,Possible Injury (C),
08-216065,Hennepin,Minneapolis,Stevens Av S,35th St E,2008/07/16,1747,Bicycle,Non-Incap. Injury (B),
08-217254,Hennepin,Minneapolis,Lyndale Av S,31st St W,2008/07/17,1630,Bicycle,Possible Injury (C),
08-218457,Hennepin,Minneapolis,28th St E,11th Av S,2008/07/18,1610,Bicycle,Possible Injury (C),
08-218578,Hennepin,Minneapolis,Hennepin Av S,5th St S,2008/07/18,1815,Bicycle,Possible Injury (C),
08-218585,Hennepin,Minneapolis,8th St S,Marquette Av S,2008/07/18,1820,Bicycle,Possible Injury (C),
08-218608,Hennepin,Minneapolis,Grant St E,Nicollet Av S,2008/07/18,1840,Bicycle,Possible Injury (C),
08-219280,Hennepin,Minneapolis,Nicollet Av S,Franklin Av W,2008/07/19,250,Bicycle,Possible Injury (C),
08-219442,Hennepin,Minneapolis,13th Av NE,4th St NE,2008/07/19,815,Bicycle,Non-Incap. Injury (B),
08-222140,Hennepin,Minneapolis,Hennepin Av S,7th St S,2008/07/21,1707,Bicycle,Non-Incap. Injury (B),
08-223193,Hennepin,Minneapolis,Central Av NE,29th Av NE,2008/07/22,1500,Bicycle,Non-Incap. Injury (B),
08-223360,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,2008/07/22,1800,Bicycle,Possible Injury (C),
08-224445,Hennepin,Minneapolis,Franklin Av E,31st Av S,2008/07/23,0,Bicycle,Non-Incap. Injury (B),
08-224575,Hennepin,Minneapolis,Broadway St NE,Washington St NE,2008/07/23,1635,Bicycle,Possible Injury (C),
08-224736,Hennepin,Minneapolis,38th Av S,42nd St E,2008/07/23,1715,Bicycle,Possible Injury (C),
08-224891,Hennepin,Minneapolis,Nicollet Mall S,Washington Av S,2008/07/23,2110,Bicycle,Possible Injury (C),
08-225610,Hennepin,Minneapolis,26th Av SE,University Av SE,2008/07/24,1251,Bicycle,Non-Incap. Injury (B),
08-226979,Hennepin,Minneapolis,Central Av NE,Lowry Av NE,2008/07/25,1535,Bicycle,Non-Incap. Injury (B),
08-227030,Hennepin,Minneapolis,Washington Av N,Dowling Av N,2008/07/25,1630,Bicycle,Fatalities,
08-227031,Hennepin,Minneapolis,Minnehaha Av S,Lake St E,2008/07/25,1631,Bicycle,Possible Injury (C),
08-228398,Hennepin,Minneapolis,Hennepin Av S,25th St W,2008/07/26,1715,Bicycle,Possible Injury (C),
08-229764,Hennepin,Minneapolis,27th Av N,Upton Av N,2008/07/27,1845,Bicycle,Non-Incap. Injury (B),
08-229892,Hennepin,Minneapolis,Portland Av S,46th St E,2008/07/27,2137,Bicycle,Possible Injury (C),
08-230456,Hennepin,Minneapolis,28th Av NE,Lincoln St NE,2008/07/28,1130,Bicycle,Non-Incap. Injury (B),
08-230925,Hennepin,Minneapolis,26th St E,Portland Av S,2008/07/28,2000,Bicycle,Possible Injury (C),
08-231509,Hennepin,Minneapolis,Penn Av S,58th St W,2008/07/29,800,Bicycle,Possible Injury (C),
08-231844,Hennepin,Minneapolis,West Broadway Av N,Girard Av N,2008/07/29,1540,Bicycle,Possible Injury (C),
08-233072,Hennepin,Minneapolis,Hennepin Av S,22nd St W,2008/07/30,1545,Bicycle,Non-Incap. Injury (B),
08-233264,Hennepin,Minneapolis,43rd St E,27th Av S,2008/07/30,1845,Bicycle,Non-Incap. Injury (B),
08-234466,Hennepin,Minneapolis,Penn Av N,16th Av N,2008/07/31,1725,Bicycle,Possible Injury (C),
08-234598,Hennepin,Minneapolis,26th St E,Hiawatha Av S,2008/07/31,1931,Bicycle,Possible Injury (C),
08-235073,Hennepin,Minneapolis,Hennepin Av S,8th St S,2008/08/01,151,Bicycle,Possible Injury (C),
08-235579,Hennepin,Minneapolis,Hennepin Av S,15th St W,2008/08/01,1530,Bicycle,Non-Incap. Injury (B),
08-236507,Hennepin,Minneapolis,24th St W,Harriet Av S,2008/08/02,310,Bicycle,Non-Incap. Injury (B),
08-239108,Hennepin,Minneapolis,James Av N,18th Av N,2008/08/04,1246,Bicycle,Property Damage Only,
08-240441,Hennepin,Minneapolis,Nicollet Av S,27th St E,2008/08/05,1344,Bicycle,Property Damage Only,
08-243228,Hennepin,Minneapolis,19th Av S,Riverside Av S,2008/08/07,1735,Bicycle,Possible Injury (C),
08-244669,Hennepin,Minneapolis,Hennepin Av S,3rd St S,2008/08/08,2055,Bicycle,Property Damage Only,
08-245608,Hennepin,Minneapolis,26th St E,Park Av S,2008/08/09,1340,Bicycle,Possible Injury (C),
08-246415,Hennepin,Minneapolis,Hennepin Av S,Lagoon Av W,2008/08/10,530,Bicycle,Possible Injury (C),
08-248861,Hennepin,Minneapolis,31st St E,Portland Av S,2008/08/12,1614,Bicycle,Possible Injury (C),
08-248972,Hennepin,Minneapolis,Lake St E,45th Av S,2008/08/12,710,Bicycle,Possible Injury (C),
08-249146,Hennepin,Minneapolis,Nicollet Av S,38th St W,2008/08/12,2004,Bicycle,Non-Incap. Injury (B),
08-249149,Hennepin,Minneapolis,26th Av S,26th St E,2008/08/12,2005,Bicycle,Incap. Injury (A),
08-249427,Hennepin,Minneapolis,Cedar Av S,I-94 EB Ramp,2008/08/13,2,Bicycle,Possible Injury (C),
08-249617,Hennepin,Minneapolis,Park Av S,42nd St E,2008/08/13,600,Bicycle,Non-Incap. Injury (B),
08-249824,Hennepin,Minneapolis,University Av NE,17th Av NE,2008/08/13,1124,Bicycle,Non-Incap. Injury (B),
08-249958,Hennepin,Minneapolis,Dupont Av S,34th St W,2008/08/13,1345,Bicycle,Incap. Injury (A),
08-251038,Hennepin,Minneapolis,Hiawatha Av S,38th St E,2008/08/14,1150,Bicycle,Possible Injury (C),
08-251070,Hennepin,Minneapolis,10th Av SE,4th St SE,2008/08/14,1215,Bicycle,Possible Injury (C),
08-251370,Hennepin,Minneapolis,East Lake Harriet Pkwy S,Minnehaha Pkwy W,2008/08/14,1758,Bicycle,Non-Incap. Injury (B),
08-251924,Hennepin,Minneapolis,Bryant Av S,35th St W,2008/08/15,127,Bicycle,Possible Injury (C),
