Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.,lat,long
00-236470,Hennepin,Minneapolis,Bloomington Av S,Lake St E,8/3/00,1340,Bicycle,Property Damage Only,,44.9483719,-93.2525034
00-238943,Hennepin,Minneapolis,Bloomington Av S,Lake St E,8/5/00,1320,Bicycle,Property Damage Only,,44.9483719,-93.2525034
00-350806,Hennepin,Minneapolis,Bloomington Av S,Lake St E,11/12/00,1816,Bicycle,Possible Injury (C),,44.9483719,-93.2525034
01-013236,Hennepin,Minneapolis,Bloomington Av S,Lake St E,1/14/01,2215,Bicycle,Possible Injury (C),,44.9483719,-93.2525034
02-220933,Hennepin,Minneapolis,Bloomington Av S,Lake St E,8/8/02,1547,Bicycle,Possible Injury (C),,44.9483719,-93.2525034
03-182584,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,7/14/03,2030,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
05-109914,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,5/2/05,1355,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
05-260052,Hennepin,Minneapolis,Bloomington Av S,Lake St E,9/14/05,1744,Bicycle,Possible Injury (C),,44.9483719,-93.2525034
05-264424,Hennepin,Minneapolis,Bloomington Av S,Minnehaha Pkwy E,9/18/05,1050,Bicycle,Non-Incap. Injury (B),,44.9144607,-93.2524194
05-297972,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,10/20/05,1448,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
06-111926,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,5/2/06,900,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
06-249099,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,8/30/06,2042,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
07-152358,Hennepin,Minneapolis,Bloomington Av S,22nd St E,5/12/07,2354,Bicycle,Possible Injury (C),,44.9609367,-93.2523362
07-360623,Hennepin,Minneapolis,Bloomington Av S,29th St E,10/30/07,1600,Bicycle,Property Damage Only,,44.9500653,-93.2524807
08-169427,Hennepin,Minneapolis,Bloomington Av S,33rd St E,6/8/08,1545,Bicycle,Possible Injury (C),,44.9429094,-93.2524587
09-370931,Hennepin,Minneapolis,Bloomington Av S,35th St E,12/5/09,2020,Bicycle,Property Damage Only,,44.9395524,-93.2524327
10-107681,Hennepin,Minneapolis,Bloomington Av S,44th St E,4/18/10,2235,Bicycle,Possible Injury (C),,44.9233102,-93.2523888
10-187124,Hennepin,Minneapolis,Bloomington Av S,Lake St E,6/26/10,2230,Bicycle,Possible Injury (C),,44.9483719,-93.2525034
10-349288,Hennepin,Minneapolis,Bloomington Av S,Lake St E,11/17/10,1610,Bicycle,Non-Incap. Injury (B),,44.9483719,-93.2525034
11-292823,Hennepin,Minneapolis,Bloomington Av S,25th St E,9/27/11,742,Bicycle,Possible Injury (C),,44.9573537,-93.252417
11-307137,Hennepin,Minneapolis,Bloomington Av S,26th St E,10/10/11,1700,Bicycle,Possible Injury (C),,44.9555451,-93.2524551
12-069068,Hennepin,Minneapolis,Bloomington Av S,25th St E,3/9/12,2035,Bicycle,Non-Incap. Injury (B),,44.9573537,-93.252417
12-077480,Hennepin,Minneapolis,Bloomington Av S,22nd St E,3/16/12,1925,Bicycle,Possible Injury (C),,44.9609367,-93.2523362
12-218337,Hennepin,Minneapolis,Bloomington Av S,25th St E,7/14/12,1215,Bicycle,Possible Injury (C),,44.9573537,-93.252417
12-322963,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,10/13/12,1036,Bicycle,Possible Injury (C),,44.9627673,-93.2523125
09-114672,Hennepin,Minneapolis,Border Av N,Olson Memorial Hwy N,4/20/09,1612,Bicycle,Possible Injury (C),,44.9842433,-93.2853773
00-057132,Hennepin,Minneapolis,Broadway St NE,Central Av NE,2/28/00,1405,Bicycle,Possible Injury (C),,44.9987381,-93.2472296
00-070001,Hennepin,Minneapolis,Broadway St NE,University Av NE,3/10/00,2200,Bicycle,Possible Injury (C),,44.9987059,-93.2633297
00-164120,Hennepin,Minneapolis,Broadway St NE,Central Av NE,6/3/00,1820,Bicycle,Possible Injury (C),,44.9987381,-93.2472296
00-289961,Hennepin,Minneapolis,Broadway St NE,Jefferson St NE,9/17/00,1415,Bicycle,Possible Injury (C),,44.998714,-93.254997
00-327279,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,10/20/00,1940,Bicycle,Possible Injury (C),,44.99871,-93.2524374
01-212774,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,7/27/01,2115,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
02-091150,Hennepin,Minneapolis,Broadway St NE,Stinson Blvd NE,4/10/02,905,Bicycle,Possible Injury (C),,44.9986989,-93.226916
03-066481,Hennepin,Minneapolis,Broadway St NE,Johnson St NE,3/22/03,1854,Bicycle,Non-Incap. Injury (B),,44.9987049,-93.236661
03-253880,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,9/18/03,1705,Bicycle,Property Damage Only,,44.99871,-93.2524374
04-111405,Hennepin,Minneapolis,Broadway St NE,University Av NE,5/10/04,1445,Bicycle,Non-Incap. Injury (B),,44.9987059,-93.2633297
04-148497,Hennepin,Minneapolis,Broadway St NE,New Brighton Blvd NE,6/17/04,1830,Bicycle,Non-Incap. Injury (B),,44.9987028,-93.2346124
05-034771,Hennepin,Minneapolis,Broadway St NE,University Av NE,2/11/05,1749,Bicycle,Non-Incap. Injury (B),,44.9987059,-93.2633297
05-171355,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,6/28/05,1110,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
05-236548,Hennepin,Minneapolis,Broadway St NE,Jefferson St NE,8/24/05,2120,Bicycle,Non-Incap. Injury (B),,44.998714,-93.254997
06-149437,Hennepin,Minneapolis,Broadway St NE,Johnson St NE,6/5/06,2010,Bicycle,Possible Injury (C),,44.9987049,-93.236661
06-188994,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,7/9/06,2230,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
06-232955,Hennepin,Minneapolis,Broadway St NE,Fillmore St NE,8/16/06,1808,Bicycle,Possible Injury (C),,44.9987164,-93.2422735
06-250671,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,9/1/06,110,Bicycle,Non-Incap. Injury (B),,44.9987071,-93.2690576
06-293730,Hennepin,Minneapolis,Broadway St NE,Central Av NE,10/11/06,2142,Bicycle,Incap. Injury (A),,44.9987381,-93.2472296
06-330404,Hennepin,Minneapolis,Broadway St NE,New Brighton Blvd NE,11/21/06,1720,Bicycle,Non-Incap. Injury (B),,44.9987028,-93.2346124
07-200759,Hennepin,Minneapolis,Broadway St NE,University Av NE,6/20/07,2215,Bicycle,Property Damage Only,,44.9987059,-93.2633297
07-402210,Hennepin,Minneapolis,Broadway St NE,Quincy St NE,12/10/07,2140,Bicycle,Fatalities,,44.9987133,-93.2512266
08-224575,Hennepin,Minneapolis,Broadway St NE,Washington St NE,7/23/08,1635,Bicycle,Possible Injury (C),,44.998711,-93.25753
08-268939,Hennepin,Minneapolis,Broadway St NE,Adams St NE,8/29/08,1547,Bicycle,Possible Injury (C),,44.998711,-93.256264
09-066179,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,3/8/09,230,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
09-222231,Hennepin,Minneapolis,Broadway St NE,Adams St NE,7/17/09,2130,Bicycle,Possible Injury (C),,44.998711,-93.256264
09-225780,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,7/20/09,2000,Bicycle,Non-Incap. Injury (B),,44.9987071,-93.2690576
09-234461,Hennepin,Minneapolis,Broadway St NE,Washington St NE,7/28/09,2348,Bicycle,Possible Injury (C),,44.998711,-93.25753
09-324924,Hennepin,Minneapolis,Broadway St NE,Polk St NE,10/16/09,2340,Bicycle,Possible Injury (C),,44.9987446,-93.2448192
10-118428,Hennepin,Minneapolis,Broadway St NE,4th St NE,4/28/10,1800,Bicycle,Possible Injury (C),,44.9987056,-93.261569
10-340470,Hennepin,Minneapolis,Broadway St NE,Central Av NE,11/8/10,1523,Bicycle,Non-Incap. Injury (B),,44.9987381,-93.2472296
11-235419,Hennepin,Minneapolis,Broadway St NE,5th St NE,8/10/11,1540,Bicycle,Possible Injury (C),,44.998707,-93.260239
11-280260,Hennepin,Minneapolis,Broadway St NE,Quincy St NE,9/15/11,2015,Bicycle,Possible Injury (C),,44.9987133,-93.2512266
12-100999,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,4/4/12,2218,Bicycle,Non-Incap. Injury (B),,44.99871,-93.2524374
12-320538,Hennepin,Minneapolis,Broadway St NE,Stinson Blvd NE,10/11/12,810,Bicycle,Possible Injury (C),,44.9986989,-93.226916
12-349398,Hennepin,Minneapolis,Broadway St NE,Central Av NE,11/8/12,1537,Bicycle,Property Damage Only,,44.9987381,-93.2472296
13-056997,Hennepin,Minneapolis,Broadway St NE,2nd St NE,2/26/13,2204,Bicycle,Possible Injury (C),,44.9987051,-93.2659285
13-062798,Hennepin,Minneapolis,Broadway St NE,Lincoln St NE,3/3/13,1842,Bicycle,Non-Incap. Injury (B),,44.998712,-93.2384456
13-131027,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,4/30/13,18,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
13-226893,Hennepin,Minneapolis,Broadway St NE,Washington St NE,7/15/13,953,Bicycle,Possible Injury (C),,44.998711,-93.25753
13-232931,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,7/19/13,1908,Bicycle,Possible Injury (C),,44.9987071,-93.2690576
13-263182,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,8/12/13,1710,Bicycle,Possible Injury (C),,44.99871,-93.2524374
14-226903,Hennepin,Minneapolis,Broadway St NE,Buchanan St NE,7/2/14,1750,Bicycle,Incap. Injury (A),,44.998712,-93.2397152
01-311629,Hennepin,Minneapolis,Bryant Av N,Glenwood Av N,10/25/01,840,Bicycle,Possible Injury (C),,44.979869,-93.2908599
02-269148,Hennepin,Minneapolis,Bryant Av N,Dowling Av N,9/20/02,1549,Bicycle,Possible Injury (C),,45.0239495,-93.2905823
03-197334,Hennepin,Minneapolis,Bryant Av N,Lowry Av N,7/28/03,0,Bicycle,Possible Injury (C),,45.0131195,-93.2905501
06-168828,Hennepin,Minneapolis,Bryant Av N,Webber Pkwy N,6/22/06,1215,Bicycle,Possible Injury (C),,45.0328411,-93.2902336
07-215725,Hennepin,Minneapolis,Bryant Av N,46th Av N,7/2/07,1635,Bicycle,Possible Injury (C),,45.0384832,-93.2914323
09-340467,Hennepin,Minneapolis,Bryant Av N,West Broadway Av N,11/2/09,1624,Bicycle,Possible Injury (C),,44.9991449,-93.2910551
00-195729,Hennepin,Minneapolis,Bryant Av S,Lake St W,6/30/00,1215,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
02-253584,Hennepin,Minneapolis,Bryant Av S,Minnehaha Pkwy W,9/6/02,1755,Bicycle,Possible Injury (C),,44.9085678,-93.2908374
03-200658,Hennepin,Minneapolis,Bryant Av S,Minnehaha Pkwy W,7/31/03,0,Bicycle,Non-Incap. Injury (B),,44.9085678,-93.2908374
04-084272,Hennepin,Minneapolis,Bryant Av S,Lake St W,4/12/04,1450,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
04-275917,Hennepin,Minneapolis,Bryant Av S,Lake St W,10/19/04,849,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
07-120653,Hennepin,Minneapolis,Bryant Av S,28th St W,4/20/07,810,Bicycle,Possible Injury (C),,44.9519461,-93.2906192
07-265449,Hennepin,Minneapolis,Bryant Av S,29th St W,8/10/07,1750,Bicycle,Incap. Injury (A),,44.9500369,-93.2906444
08-251924,Hennepin,Minneapolis,Bryant Av S,35th St W,8/15/08,127,Bicycle,Possible Injury (C),,44.9395038,-93.2907478
08-321716,Hennepin,Minneapolis,Bryant Av S,28th St W,10/17/08,1750,Bicycle,Non-Incap. Injury (B),,44.9519461,-93.2906192
09-368073,Hennepin,Minneapolis,Bryant Av S,36th St W,12/2/09,1840,Bicycle,Possible Injury (C),,44.9376803,-93.2907623
10-190443,Hennepin,Minneapolis,Bryant Av S,22nd St W,6/29/10,1755,Bicycle,Possible Injury (C),,44.9609101,-93.2905482
11-262858,Hennepin,Minneapolis,Bryant Av S,25th St W,9/1/11,1045,Bicycle,Possible Injury (C),,44.9573264,-93.2905732
11-373292,Hennepin,Minneapolis,Bryant Av S,Lake St W,12/16/11,1730,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
12-140843,Hennepin,Minneapolis,Bryant Av S,22nd St W,5/10/12,1345,Bicycle,Possible Injury (C),,44.9609101,-93.2905482
13-144948,Hennepin,Minneapolis,Bryant Av S,Lake St W,5/10/13,2120,Bicycle,Property Damage Only,,44.9483546,-93.2906531
13-389875,Hennepin,Minneapolis,Bryant Av S,27th St W,11/22/13,2127,Bicycle,Non-Incap. Injury (B),,44.9537469,-93.290604
14-232405,Hennepin,Minneapolis,Bryant Av S,39th St W,7/6/14,1804,Bicycle,Non-Incap. Injury (B),,44.9322678,-93.2907937
14-269707,Hennepin,Minneapolis,Bryant Av S,29th St W,8/1/14,2352,Bicycle,Property Damage Only,,44.9500369,-93.2906444
02-040162,Hennepin,Minneapolis,Buchanan St NE,Hennepin Av E,2/13/02,830,Bicycle,Property Damage Only,,44.9914894,-93.239676
02-006256,Hennepin,Minneapolis,Butler Place S,Riverside Av S,1/8/02,620,Bicycle,Possible Injury (C),,44.9645777,-93.2317151
00-099772,Hennepin,Minneapolis,Cedar Av S,Lake St E,4/7/00,1430,Bicycle,Possible Injury (C),,44.9483713,-93.2474187
00-193660,Hennepin,Minneapolis,Cedar Av S,EM Stately St E,6/28/00,1815,Bicycle,Possible Injury (C),,44.9564551,-93.2473423
00-277643,Hennepin,Minneapolis,Cedar Av S,Washington Av S,9/7/00,1513,Bicycle,Possible Injury (C),,44.9721713,-93.2472301
00-350833,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,11/12/00,1900,Bicycle,Possible Injury (C),,44.9625902,-93.24525
01-105696,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,4/26/01,1042,Bicycle,Possible Injury (C),,44.9625902,-93.24525
01-145128,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,5/31/01,1640,Bicycle,Possible Injury (C),,44.9625902,-93.24525
01-153054,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,6/7/01,1630,Bicycle,Property Damage Only,,44.9625902,-93.24525
01-266085,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,9/12/01,649,Bicycle,Possible Injury (C),,44.9625902,-93.24525
01-302584,Hennepin,Minneapolis,Cedar Av S,CSAH-122 EB Ramp,10/16/01,1605,Bicycle,Possible Injury (C),,44.971701,-93.247252
01-303719,Hennepin,Minneapolis,Cedar Av S,CSAH-122 WB Ramp,10/17/01,1900,Bicycle,Possible Injury (C),,44.972198,-93.247198
01-323202,Hennepin,Minneapolis,Cedar Av S,I-94 EB Ramp,11/5/01,1305,Bicycle,Possible Injury (C),,44.965207,-93.247176
02-042481,Hennepin,Minneapolis,Cedar Av S,I-94 EB Ramp,2/15/02,1422,Bicycle,Property Damage Only,,44.965207,-93.247176
02-115699,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,5/4/02,930,Bicycle,Possible Injury (C),,44.900959,-93.247464
02-193878,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,7/15/02,725,Bicycle,Possible Injury (C),,44.9702175,-93.2472481
02-233343,Hennepin,Minneapolis,Cedar Av S,I-94 EB Ramp,8/19/02,1445,Bicycle,Possible Injury (C),,44.965207,-93.247176
02-251982,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,9/5/02,750,Bicycle,Possible Injury (C),,44.9625902,-93.24525
02-330441,Hennepin,Minneapolis,Cedar Av S,I-94 EB Ramp,11/25/02,605,Bicycle,Property Damage Only,,44.965207,-93.247176
03-118712,Hennepin,Minneapolis,Cedar Av S,East Lake Nokomis Pkwy S,5/16/03,1640,Bicycle,Property Damage Only,,44.9014366,-93.247518
03-167267,Hennepin,Minneapolis,Cedar Av S,I-94 WB Ramp,6/30/03,1449,Bicycle,Possible Injury (C),,44.965905,-93.247284
03-174397,Hennepin,Minneapolis,Cedar Av S,Washington Av S,7/7/03,906,Bicycle,Possible Injury (C),,44.9721713,-93.2472301
03-251529,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,9/16/03,1522,Bicycle,Possible Injury (C),,44.959396,-93.247078
03-257658,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,9/22/03,933,Bicycle,Possible Injury (C),,44.959396,-93.247078
03-284992,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,10/21/03,1030,Bicycle,Possible Injury (C),,44.959396,-93.247078
03-304234,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,11/12/03,1202,Bicycle,Possible Injury (C),,44.959396,-93.247078
03-319745,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,12/1/03,1500,Bicycle,Possible Injury (C),,44.959396,-93.247078
04-058874,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,3/15/04,650,Bicycle,Possible Injury (C),,44.9625902,-93.24525
04-085493,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,4/13/04,2056,Bicycle,Possible Injury (C),,44.960257,-93.246343
04-192369,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,7/29/04,1718,Bicycle,Property Damage Only,,44.900959,-93.247464
04-199145,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,8/5/04,0,Bicycle,Non-Incap. Injury (B),,44.960257,-93.246343
04-215636,Hennepin,Minneapolis,Cedar Av S,EM Stately St E,8/20/04,1930,Bicycle,Possible Injury (C),,44.9564551,-93.2473423
04-292297,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,11/5/04,1039,Bicycle,Possible Injury (C),,44.9625902,-93.24525
04-305469,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,11/19/04,2325,Bicycle,Possible Injury (C),,44.9625902,-93.24525
05-024952,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,2/1/05,1209,Bicycle,Possible Injury (C),,44.960257,-93.246343
05-090193,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,4/12/05,1651,Bicycle,Property Damage Only,,44.900959,-93.247464
05-097698,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,4/19/05,2136,Bicycle,Possible Injury (C),,44.9625902,-93.24525
05-161313,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,6/19/05,1100,Bicycle,Non-Incap. Injury (B),,44.900959,-93.247464
05-193515,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,7/18/05,620,Bicycle,Non-Incap. Injury (B),,44.960257,-93.246343
05-208297,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,7/30/05,151,Bicycle,Possible Injury (C),,44.9702175,-93.2472481
05-229092,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,8/18/05,1630,Bicycle,Possible Injury (C),,44.960257,-93.246343
05-280168,Hennepin,Minneapolis,Cedar Av S,East Lake Nokomis Pkwy S,10/3/05,522,Bicycle,Incap. Injury (A),,44.9014366,-93.247518
05-299236,Hennepin,Minneapolis,Cedar Av S,Washington Av S,10/21/05,1827,Bicycle,Property Damage Only,,44.9721713,-93.2472301
06-004652,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,1/6/06,1308,Bicycle,Possible Injury (C),,44.960257,-93.246343
06-090000,Hennepin,Minneapolis,Cedar Av S,Washington Av S,4/10/06,1900,Bicycle,Possible Injury (C),,44.9721713,-93.2472301
06-129540,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,5/19/06,1520,Bicycle,Non-Incap. Injury (B),,44.960257,-93.246343
06-132613,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,5/22/06,1054,Bicycle,Possible Injury (C),,44.960257,-93.246343
06-147915,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,6/4/06,828,Bicycle,Non-Incap. Injury (B),,44.9625902,-93.24525
06-168121,Hennepin,Minneapolis,Cedar Av S,MN-55 WB Ramp,6/21/06,2030,Bicycle,Possible Injury (C),,44.960257,-93.246343
06-267274,Hennepin,Minneapolis,Cedar Av S,Lake St E,9/15/06,2335,Bicycle,Possible Injury (C),,44.9483713,-93.2474187
07-164592,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,5/23/07,700,Bicycle,Possible Injury (C),,44.900959,-93.247464
07-216841,Hennepin,Minneapolis,Cedar Av S,20th Av S,7/3/07,1430,Bicycle,Non-Incap. Injury (B),,44.9633497,-93.2450064
07-241451,Hennepin,Minneapolis,Cedar Av S,24th St E,7/22/07,1830,Bicycle,Property Damage Only,,44.9591453,-93.247364
07-253226,Hennepin,Minneapolis,Cedar Av S,40th St E,7/31/07,2343,Bicycle,Possible Injury (C),,44.9304588,-93.2473407
07-278575,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,8/21/07,1855,Bicycle,Non-Incap. Injury (B),,44.9702175,-93.2472481
07-291946,Hennepin,Minneapolis,Cedar Av S,6th St S,9/1/07,1141,Bicycle,Non-Incap. Injury (B),,44.9677443,-93.2472772
07-301846,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,9/9/07,1530,Bicycle,Possible Injury (C),,44.900959,-93.247464
07-344724,Hennepin,Minneapolis,Cedar Av S,EM Stately St E,10/16/07,1825,Bicycle,Non-Incap. Injury (B),,44.9564551,-93.2473423
07-359840,Hennepin,Minneapolis,Cedar Av S,24th St E,10/29/07,1945,Bicycle,Possible Injury (C),,44.9591453,-93.247364
07-409944,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,12/18/07,1030,Bicycle,Non-Incap. Injury (B),,44.9702175,-93.2472481
08-031722,Hennepin,Minneapolis,Cedar Av S,26th St E,2/2/08,127,Bicycle,Possible Injury (C),,44.955532,-93.2473632
08-088960,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,3/30/08,0,Bicycle,Non-Incap. Injury (B),,44.9625902,-93.24525
08-170659,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,6/9/08,1740,Bicycle,Possible Injury (C),,44.9625902,-93.24525
08-223360,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,7/22/08,1800,Bicycle,Possible Injury (C),,44.900959,-93.247464
08-265156,Hennepin,Minneapolis,Cedar Av S,31st St E,8/25/08,1817,Bicycle,Possible Injury (C),,44.9465617,-93.2474026
08-287763,Hennepin,Minneapolis,Cedar Av S,20th Av S,9/17/08,1820,Bicycle,Possible Injury (C),,44.9633497,-93.2450064
08-302641,Hennepin,Minneapolis,Cedar Av S,32nd St E,9/30/08,815,Bicycle,Possible Injury (C),,44.9447457,-93.2473992
08-342455,Hennepin,Minneapolis,Cedar Av S,24th St E,11/5/08,1518,Bicycle,Incap. Injury (A),,44.9591453,-93.247364
09-100031,Hennepin,Minneapolis,Cedar Av S,28th St E,4/8/09,513,Bicycle,Possible Injury (C),,44.9519575,-93.2473978
09-112050,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,4/18/09,244,Bicycle,Possible Injury (C),,44.9625902,-93.24525
09-139424,Hennepin,Minneapolis,Cedar Av S,4th St S,5/11/09,2010,Bicycle,Property Damage Only,,44.9702175,-93.2472481
09-148803,Hennepin,Minneapolis,Cedar Av S,26th St E,5/19/09,1747,Bicycle,Possible Injury (C),,44.955532,-93.2473632
09-202427,Hennepin,Minneapolis,Cedar Av S,35th St E,7/2/09,1055,Bicycle,Non-Incap. Injury (B),,44.939537,-93.2473682
09-303605,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,9/24/09,709,Bicycle,Possible Injury (C),,44.9625902,-93.24525
09-312420,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,10/2/09,2240,Bicycle,Possible Injury (C),,44.9702175,-93.2472481
09-340217,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,11/2/09,1115,Bicycle,Possible Injury (C),,44.9625902,-93.24525
09-353660,Hennepin,Minneapolis,Cedar Av S,East Lake Nokomis Pkwy S,11/16/09,1250,Bicycle,Non-Incap. Injury (B),,44.9014366,-93.247518
09-363324,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,11/27/09,552,Bicycle,Possible Injury (C),,44.9625902,-93.24525
10-146834,Hennepin,Minneapolis,Cedar Av S,40th St E,5/24/10,2145,Bicycle,Possible Injury (C),,44.9304588,-93.2473407
10-163376,Hennepin,Minneapolis,Cedar Av S,47th St E,6/7/10,1640,Bicycle,Possible Injury (C),,44.9179019,-93.2473111
10-172688,Hennepin,Minneapolis,Cedar Av S,6th St S,6/15/10,1435,Bicycle,Property Damage Only,,44.9677443,-93.2472772
11-288189,Hennepin,Minneapolis,Cedar Av S,E.M. Stately St E,9/23/11,2054,Bicycle,Possible Injury (C),,44.9564551,-93.2473423
11-314163,Hennepin,Minneapolis,Cedar Av S,Lake St E,10/17/11,720,Bicycle,Possible Injury (C),,44.9483713,-93.2474187
11-347024,Hennepin,Minneapolis,Cedar Av S,28th St E,11/17/11,1708,Bicycle,Property Damage Only,,44.9519575,-93.2473978
11-347111,Hennepin,Minneapolis,Cedar Av S,26th St E,11/17/11,1820,Bicycle,Possible Injury (C),,44.955532,-93.2473632
12-105580,Hennepin,Minneapolis,Cedar Av S,47th St E,4/9/12,845,Bicycle,Possible Injury (C),,44.9179019,-93.2473111
12-123424,Hennepin,Minneapolis,Cedar Av S,6th St S,4/25/12,300,Bicycle,Non-Incap. Injury (B),,44.9677443,-93.2472772
12-210023,Hennepin,Minneapolis,Cedar Av S,7th St S,7/7/12,1635,Bicycle,Possible Injury (C),,44.966619,-93.2472655
12-266454,Hennepin,Minneapolis,Cedar Av S,34th St E,8/23/12,1705,Bicycle,Non-Incap. Injury (B),,44.941342,-93.2473828
12-284012,Hennepin,Minneapolis,Cedar Av S,26th St E,9/7/12,1600,Bicycle,Possible Injury (C),,44.955532,-93.2473632
12-336258,Hennepin,Minneapolis,Cedar Av S,41st St E,10/25/12,1615,Bicycle,Property Damage Only,,44.9286409,-93.2473293
13-152850,Hennepin,Minneapolis,Cedar Av S,42nd St E,5/17/13,2321,Bicycle,Non-Incap. Injury (B),,44.9269358,-93.2473259
14-268353,Hennepin,Minneapolis,Cedar Av S,17th Av S,8/1/14,156,Bicycle,Possible Injury (C),,44.9606198,-93.2462655
00-241324,Hennepin,Minneapolis,Cedar Lake Pkwy S,Sunset Blvd W,8/7/00,1700,Bicycle,Possible Injury (C),,44.9532861,-93.320336
02-164126,Hennepin,Minneapolis,Cedar Lake Pkwy S,Dean Pkwy S,6/18/02,1245,Bicycle,Possible Injury (C),,44.9531134,-93.317144
07-147973,Hennepin,Minneapolis,Cedar Lake Pkwy S,Burnham Road W,5/9/07,1715,Bicycle,Non-Incap. Injury (B),,44.9534514,-93.3192934
10-138829,Hennepin,Minneapolis,Cedar Lake Pkwy S,Burnham Road W,5/18/10,800,Bicycle,Possible Injury (C),,44.9534514,-93.3192934
13-344218,Hennepin,Minneapolis,Cedar Lake Pkwy S,Burnham Road W,10/16/13,1750,Bicycle,Possible Injury (C),,44.9534514,-93.3192934
02-257736,Hennepin,Minneapolis,Cedar Lake Road N,Glenwood Av N,9/10/02,1201,Bicycle,Property Damage Only,,44.9807995,-93.2991667
01-132641,Hennepin,Minneapolis,Cedar Lake Road S,Morgan Av S,5/19/01,2128,Bicycle,Possible Injury (C),,44.9756316,-93.3048036
