CrashID,IntersectionID,StreetOn,IntersectingStreet,Month,Day,Year
04-169489,Int-15095,5th St SE,Central Av SE,July,8,2004
04-169829,Int-15490,9th St S,Marquette Av S,July,8,2004
04-170128,Int-12076,34th Av N,Girard Av N,July,8,2004
04-170798,Int-11128,14th Av S,26th St E,July,9,2004
04-171216,Int-16579,Aldrich Av S,Lake St W,July,9,2004
04-172057,Int-16691,Knox Av N,Lowry Av N,July,10,2004
04-172379,Int-10540,1st Av NE,Main St NE,July,10,2004
04-172459,Int-11300,27th St E,Portland Av S,July,10,2004
04-173809,Int-16536,31st Av S,Lake St E,July,12,2004
04-175146,Int-12937,2nd Av S,40th St E,July,13,2004
04-175172,Int-15072,5th St S,Nicollet Mall S,July,13,2004
04-175187,Int-15584,West Broadway Av N,West River Road N,July,13,2004
04-175227,Int-13870,48th St W,Humboldt Av S,July,13,2004
04-175247,Int-12871,3rd St S,Hennepin Av S,July,13,2004
04-175276,Int-16197,Golden Valley Road N,Penn Av N,July,13,2004
04-175848,Int-17602,3rd Av S,Washington Av S,July,14,2004
04-176546,Int-16867,Chicago Av S,Minnehaha Pkwy E,July,14,2004
04-177341,Int-11422,28th St W,Lyndale Av S,July,15,2004
04-177387,Int-11391,28th St E,Park Av S,July,15,2004
04-177423,Int-14025,1st Av N,4th St N,July,15,2004
04-178706,Int-13705,46th St W,East Lake Harriet Pkwy S,July,16,2004
04-178977,Int-10196,11th Av S,14th St E,July,16,2004
04-179564,Int-12262,17th Av S,35th St E,July,17,2004
04-180185,Int-16517,13th Av S,Lake St E,July,18,2004
04-180696,Int-12566,16th Av S,37th St E,July,18,2004
04-182267,Int-11586,2nd St N,3rd Av N,July,20,2004
04-182419,Int-16060,Franklin Av E,Portland Av S,July,20,2004
04-182963,Int-10083,12th Av N,Oliver Av N,July,20,2004
04-183619,Int-10749,22nd St W,Hennepin Av S,July,21,2004
04-183805,Int-11165,5th Av S,26th St E,July,21,2004
04-183905,Int-11576,2nd Av N,Queen Av N,July,21,2004
04-184465,Int-14601,54th St W,Fremont Av S,July,22,2004
04-187142,Int-11201,3rd St N,27th Av N,July,24,2004
04-188932,Int-10885,15th Av S,24th St E,July,26,2004
04-189009,Int-11775,31st St E,Portland Av S,July,26,2004
04-189094,Int-11790,31st St W,Garfield Av S,July,26,2004
04-189220,Int-12056,33rd St W,Lyndale Av S,July,26,2004
04-191042,Int-10422,18th Av NE,Central Av NE,July,28,2004
04-191230,Int-13673,46th St E,Snelling Av S,July,28,2004
04-191358,Int-10020,3rd Av S,10th St S,July,28,2004
04-192207,Int-11394,28th St W,Aldrich Av S,July,28,2004
04-192369,Int-15931,Cedar Av S,Edgewater Blvd E,July,29,2004
04-192489,Int-12697,38th St E,Oakland Av S,July,29,2004
04-192588,Int-16476,Hennepin Av S,Lagoon Av W,July,29,2004
04-194249,Int-13667,46th St E,Minnehaha Av S,July,31,2004
04-196288,Int-16872,Godfrey Pkwy E,Minnehaha Av S,August,2,2004
04-196660,Int-10063,3rd Av S,11th St S,August,2,2004
04-197278,Int-14787,24th Av S,57th St E,August,3,2004
04-199145,Int-10374,Cedar Av S,MN-55 WB Ramp,August,5,2004
04-199245,Int-15308,1st Av N,7th St N,August,5,2004
04-199409,Int-14712,34th Av S,56th St E,August,5,2004
04-199706,Int-11293,27th St E,Cedar Av S,August,5,2004
04-200631,Int-11669,30th Av NE,Central Av NE,August,6,2004
04-200856,Int-13236,42nd St W,West Lake Harriet Pkwy S,August,6,2004
04-200992,Int-11488,29th Av NE,Polk St NE,August,6,2004
04-201936,Int-16532,28th Av S,Lake St E,August,7,2004
04-202210,Int-15449,9th Av NE,Marshall St NE,August,7,2004
04-204843,Int-16575,Lake St E,Snelling Av S,August,10,2004
04-205722,Int-10435,18th Av NE,Monroe St NE,August,11,2004
04-206541,Int-10546,1st St N,2nd Av N,August,12,2004
04-206802,Int-10632,6th St N,22nd Av N,August,12,2004
04-207988,Int-16684,Dupont Av N,Lowry Av N,August,13,2004
04-208273,Int-11779,31st St W,Blaisdell Av S,August,13,2004
04-209140,Int-15338,2nd Av S,7th St S,August,14,2004
04-210017,Int-16087,Dupont Av S,Franklin Av W,August,15,2004
04-211057,Int-16228,Grant St W,LaSalle Av S,August,16,2004
04-213187,Int-16686,Fremont Av N,Lowry Av N,August,18,2004
04-213439,Int-13494,44th St W,Xerxes Av S,August,18,2004
04-213990,Int-16110,Franklin Av W,Nicollet Av S,August,19,2004
04-214813,Int-10862,24th Av NE,Central Av NE,August,19,2004
04-215361,Int-10528,19th St E,Clinton Av S,August,20,2004
04-215636,Int-15924,Cedar Av S,E.M. Stately St E,August,20,2004
04-216553,Int-14140,50th St E,Minnehaha Pkwy E,August,21,2004
04-219144,Int-16421,23rd Av SE,Intercampus Transitway SE,August,24,2004
04-221210,Int-14030,4th St S,Hennepin Av S,August,25,2004
04-221804,Int-12642,10th Av S,38th St E,August,26,2004
04-223754,Int-11454,29th Av N,Penn Av N,August,28,2004
04-223785,Int-12688,38th St E,Columbus Av S,August,28,2004
04-225888,Int-12802,39th St E,Elliot Av S,August,30,2004
04-226908,Int-11124,10th Av S,26th St E,August,31,2004
04-227961,Int-11178,26th St E,Portland Av S,September,1,2004
04-229525,Int-15047,3rd Av N,5th St N,September,2,2004
04-234575,Int-17686,Willow St S,Yale Place S,September,7,2004
04-234616,Int-14182,50th St W,Upton Av S,September,7,2004
04-235099,Int-11775,31st St E,Portland Av S,September,8,2004
04-235419,Int-14055,4th St SE,13th Av SE,September,8,2004
04-236288,Int-15350,7th St S,Portland Av S,September,9,2004
04-236353,Int-12691,38th St E,Elliot Av S,September,9,2004
04-236611,Int-13808,47th St W,Xerxes Av S,September,9,2004
04-237564,Int-15426,8th St S,Park Av S,September,10,2004
04-237768,Int-11132,18th Av S,26th St E,September,10,2004
04-239583,Int-17575,3rd Av N,Washington Av N,September,11,2004
04-239599,Int-12327,35th St W,Lyndale Av S,September,11,2004
04-240142,Int-12504,37th Av N,Logan Av N,September,12,2004
04-240325,Int-13839,48th St E,Chicago Av S,September,12,2004
04-241270,Int-10439,18th Av NE,Polk St NE,September,13,2004
04-241291,Int-10282,16th Av N,Russell Av N,September,13,2004
04-242327,Int-16022,21st Av S,Franklin Av E,September,14,2004
04-243548,Int-11360,26th Av S,28th St E,September,15,2004
04-244618,Int-12018,33rd St E,Cedar Av S,September,16,2004
04-250148,Int-16110,Franklin Av W,Nicollet Av S,September,22,2004
04-250285,Int-10907,5th Av S,24th St E,September,22,2004
04-250613,Int-16607,Harriet Av S,Lake St W,September,22,2004
04-251611,Int-14041,4th Av S,4th St S,September,23,2004
04-251659,Int-13620,2nd Av S,46th St E,September,23,2004
04-253360,Int-11775,31st St E,Portland Av S,September,25,2004
04-253918,Int-15456,1st Av N,8th St N,September,25,2004
04-256926,Int-12040,33rd St W,Bryant Av S,September,28,2004
04-258315,Int-11774,31st St E,Park Av S,September,30,2004
04-258673,Int-17562,Hennepin Av S,15th St W,September,30,2004
04-258759,Int-10383,17th St E,Portland Av S,September,30,2004
04-259377,Int-11763,31st St E,Bloomington Av S,October,1,2004
04-259848,Int-16517,13th Av S,Lake St E,October,1,2004
04-260756,Int-10776,23rd Av N,Queen Av N,October,2,2004
04-260882,Int-11173,26th St E,Hiawatha Av S,October,2,2004
04-261656,Int-16051,Clinton Av S,Franklin Av E,October,3,2004
04-262141,Int-16019,17th Av S,Franklin Av E,October,4,2004
04-263172,Int-14055,4th St SE,13th Av SE,October,5,2004
04-264425,Int-17924,Franklin Av E,West River Pkwy S,October,6,2004
04-265290,Int-16542,37th Av S,Lake St E,October,7,2004
04-269360,Int-12685,38th St E,Cedar Av S,October,11,2004
04-269401,Int-11358,1st Av S,28th St E,October,11,2004
04-270090,Int-10543,1st Av NE,University Av NE,October,16,2004
04-270229,Int-10482,19th Av NE,Central Av NE,October,12,2004
04-270954,Int-10316,16th St E,Chicago Av S,October,13,2004
04-272072,Int-17506,7th Av SE,University Av SE,October,14,2004
04-272727,Int-15581,West Broadway Av N,Newton Av N,October,15,2004
04-273166,Int-11062,26th Av N,Irving Av N,October,15,2004
04-273185,Int-10489,19th Av NE,Jackson St NE,October,15,2004
04-275917,Int-16581,Bryant Av S,Lake St W,October,19,2004
04-276313,Int-11033,25th St W,Hennepin Av S,October,19,2004
04-277072,Int-10379,3rd Av S,17th St E,October,20,2004
04-278326,Int-16039,3rd Av S,Franklin Av E,October,21,2004
04-278891,Int-17528,Saint Mary's Av SE,University Av SE,October,22,2004
04-279331,Int-16050,Chicago Av S,Franklin Av E,October,22,2004
04-279492,Int-17583,Hennepin Av S,Washington Av S,October,22,2004
04-282103,Int-11033,25th St W,Hennepin Av S,October,25,2004
04-282239,Int-10458,16th Av S,18th St E,October,25,2004
04-284177,Int-15467,11th Av S,15th St E,October,27,2004
04-285970,Int-10153,14th Av N,Girard Av N,October,29,2004
04-290302,Int-16530,Lake St E,Minnehaha Av S,November,3,2004
04-291312,Int-17569,1st Av N,Washington Av N,November,4,2004
04-292297,Int-16049,Cedar Av S,Franklin Av E,November,5,2004
04-295165,Int-15467,11th Av S,15th St E,November,8,2004
04-295617,Int-17608,5th Av S,Washington Av S,November,9,2004
04-298470,Int-15243,1st Av N,6th St N,November,12,2004
04-298632,Int-16025,24th Av S,Franklin Av E,November,12,2004
04-304373,Int-11095,26th Av NE,Central Av NE,November,18,2004
04-305469,Int-16049,Cedar Av S,Franklin Av E,November,19,2004
04-308633,Int-16534,2nd Av S,Lake St E,November,23,2004
04-315429,Int-15355,7th St SE,14th Av SE,December,1,2004
04-319254,Int-15270,6th St S,Marquette Av S,December,5,2004
04-320929,Int-16318,Hennepin Av E,Stinson Blvd NE,December,7,2004
04-322998,Int-15347,7th St S,Marquette Av S,December,9,2004
04-324994,Int-11038,25th St W,Lyndale Av S,December,11,2004
04-328206,Int-16055,Franklin Av E,Minnehaha Av S,December,15,2004
04-328750,Int-10933,24th St W,Colfax Av S,December,15,2004
04-329261,Int-16610,Humboldt Av S,Lake St W,December,16,2004
04-330455,Int-11790,31st St W,Garfield Av S,December,17,2004
04-330464,Int-11378,4th Av S,28th St E,December,17,2004
04-338598,Int-10689,22nd Av NE,University Av NE,December,28,2004
05-007783,Int-17686,Willow St S,Yale Place S,January,10,2005
05-019407,Int-11545,29th St W,Colfax Av S,January,25,2005
05-024952,Int-16399,Penn Av S,I-394 EB Ramp,February,1,2005
05-027113,Int-16134,Fulton St SE,East River Pkwy SE,February,3,2005
05-030880,Int-15569,West Broadway Av N,James Av N,February,7,2005
05-033680,Int-16620,Lake St W,Nicollet Av S,February,10,2005
05-034771,Int-15645,Broadway St NE,University Av NE,February,11,2005
05-036506,Int-11197,26th St W,Lyndale Av S,February,12,2005
05-038397,Int-14119,34th Av S,50th St E,February,15,2005
05-039206,Int-10941,24th St W,Hennepin Av S,February,16,2005
05-041268,Int-11175,26th St E,Minnehaha Av S,February,18,2005
05-047091,Int-15440,8th St SE,9th Av SE,February,25,2005
05-053175,Int-17644,Walnut St SE,Washington Av SE,March,4,2005
05-057304,Int-17940,24th Av S,Butler Place S,March,8,2005
05-057379,Int-10543,1st Av NE,University Av NE,March,8,2005
05-058324,Int-14051,4th St S,West River Pkwy S,March,9,2005
05-072318,Int-10794,23rd Av NE,Buchanan St NE,March,25,2005
05-075267,Int-13135,42nd Av N,Fremont Av N,March,28,2005
05-077661,Int-12707,38th St W,Blaisdell Av S,March,31,2005
05-077832,Int-15435,8th St SE,15th Av SE,March,31,2005
05-078714,Int-16053,Elliot Av S,Franklin Av E,April,1,2005
05-078847,Int-15350,7th St S,Portland Av S,April,1,2005
05-078940,Int-11197,26th St W,Lyndale Av S,April,1,2005
05-083058,Int-15048,5th Av N,5th St N,April,5,2005
05-083671,Int-12450,36th St E,Cedar Av S,April,6,2005
05-084878,Int-10256,15th St W,LaSalle Av S,April,7,2005
05-084968,Int-17635,Huron Blvd SE,Washington Av SE,April,7,2005
05-088490,Int-15558,West Broadway Av N,Dupont Av N,April,10,2005
05-089431,Int-11175,26th St E,Minnehaha Av S,April,11,2005
05-090193,Int-15931,Cedar Av S,Edgewater Blvd E,April,12,2005
05-090844,Int-15420,5th Av S,8th St S,April,13,2005
05-090907,Int-16560,Chicago Av S,Lake St E,April,13,2005
05-091109,Int-15456,1st Av N,8th St N,April,13,2005
05-091180,Int-16545,3rd Av S,Lake St E,April,13,2005
05-091800,Int-11177,26th St E,Park Av S,April,14,2005
05-092210,Int-16229,Grant St W,Nicollet Av S,April,14,2005
05-097698,Int-16049,Cedar Av S,Franklin Av E,April,19,2005
05-098474,Int-16167,Glenwood Av N,Newton Av N,April,20,2005
05-098987,Int-11669,30th Av NE,Central Av NE,April,21,2005
05-099594,Int-10611,21st St E,Chicago Av S,April,21,2005
05-099986,Int-10945,24th St W,Lyndale Av S,April,21,2005
05-102793,Int-15489,9th St S,LaSalle Av S,April,24,2005
05-107246,Int-10382,17th St E,Park Av S,April,29,2005
05-109914,Int-16042,Bloomington Av S,Franklin Av E,May,2,2005
05-115513,Int-12087,34th Av N,Queen Av N,May,7,2005
05-116729,Int-11894,32nd St E,Park Av S,May,8,2005
05-117457,Int-15056,5th St S,11th Av S,May,9,2005
05-118571,Int-17579,6th Av N,Washington Av N,May,10,2005
05-120279,Int-15969,Essex St SE,Ontario St SE,May,12,2005
05-124883,Int-16227,Grant St E,Portland Av S,May,17,2005
05-125173,Int-11300,27th St E,Portland Av S,May,17,2005
05-125263,Int-12284,3rd Av S,35th St E,May,17,2005
05-125736,Int-15789,29th Av SE,Como Av SE,May,18,2005
05-128226,Int-10888,18th Av S,24th St E,May,20,2005
05-129555,Int-11197,26th St W,Lyndale Av S,May,21,2005
05-134242,Int-15456,1st Av N,8th St N,May,26,2005
05-134635,Int-15822,Delaware St SE,Saint Mary's Av SE,May,26,2005
05-135524,Int-13667,46th St E,Minnehaha Av S,May,27,2005
05-136495,Int-16722,Central Av NE,Lowry Av NE,May,28,2005
05-138461,Int-16569,Hiawatha Av S SB Ramp,Lake St E,May,30,2005
05-139717,Int-15266,5th Av S,6th St S,May,31,2005
05-139766,Int-11774,31st St E,Park Av S,May,31,2005
05-141205,Int-15562,I-94 EB Ramp,West Broadway Av N,June,1,2005
05-142360,Int-17393,Hennepin Av S,Summit Av W,June,3,2005
05-142368,Int-16673,2nd St N,Lowry Av N,June,2,2005
05-144986,Int-16722,Central Av NE,Lowry Av NE,June,4,2005
05-145003,Int-11307,27th St W,Bryant Av S,June,4,2005
05-146914,Int-15084,5th St SE,15th Av SE,June,6,2005
05-148310,Int-12462,36th St E,West River Pkwy S,June,7,2005
05-148803,Int-13667,46th St E,Minnehaha Av S,June,8,2005
05-150272,Int-10778,23rd Av N,Sheridan Av N,June,8,2005
05-150336,Int-11469,29th Av NE,Buchanan St NE,June,9,2005
05-150408,Int-12265,1st Av S,35th St E,June,9,2005
05-153597,Int-15897,Dowling Av N,Xerxes Av N,June,12,2005
05-153771,Int-11057,26th Av N,Fremont Av N,June,12,2005
05-155044,Int-17226,Portland Av S,West River Pkwy S,June,13,2005
05-156569,Int-15349,7th St S,Park Av S,June,15,2005
05-157230,Int-12474,36th St W,Emerson Av S,June,15,2005
05-157672,Int-11810,31st St W,Lyndale Av S,June,16,2005
05-158203,Int-17485,11th Av SE,University Av SE,June,16,2005
05-160215,Int-14170,50th St W,Lyndale Av S,June,18,2005
05-161313,Int-15931,Cedar Av S,Edgewater Blvd E,June,19,2005
05-161530,Int-12085,34th Av N,Oliver Av N,June,19,2005
05-162140,Int-16679,Aldrich Av N,Lowry Av N,June,20,2005
05-162409,Int-17232,20th Av S,Riverside Av S,June,20,2005
05-162611,Int-16527,22nd Av S,Lake St E,June,20,2005
05-163574,Int-11768,31st St E,Clinton Av S,June,21,2005
05-163592,Int-12598,37th St E,46th Av S,June,20,2005
05-164368,Int-13236,42nd St W,West Lake Harriet Pkwy S,June,22,2005
05-165843,Int-16474,Fremont Av S,Lagoon Av W,June,23,2005
05-167381,Int-16557,5th Av S,Lake St E,June,24,2005
05-171355,Int-15630,Broadway St NE,Marshall St NE,June,28,2005
05-172073,Int-14996,59th St W,Nicollet Av S,June,28,2005
05-174908,Int-16557,5th Av S,Lake St E,June,30,2005
05-175231,Int-12451,36th St E,Chicago Av S,July,1,2005
05-180253,Int-10692,22nd Av NE,Washington St NE,July,6,2005
05-180327,Int-16564,Hiawatha Av S NB Ramp,Lake St E,July,6,2005
05-180558,Int-10961,4th St N,25th Av N,July,6,2005
05-180757,Int-16580,Blaisdell Av S,Lake St W,July,6,2005
05-181184,Int-15398,8th Av NE,University Av NE,July,7,2005
05-181622,Int-13679,46th St W,Bryant Av S,July,7,2005
05-181645,Int-16486,East Lake Harriet Pkwy S,Minnehaha Pkwy W,July,6,2005
05-183674,Int-17552,Oliver Av N,Victory Memorial Pkwy N,July,9,2005
05-183979,Int-16500,William Berry Pkwy S,West Lake Harriet Pkwy S,July,9,2005
05-185621,Int-13659,46th St E,Hiawatha Av S,July,11,2005
05-185959,Int-11129,15th Av S,26th St E,July,11,2005
05-186743,Int-10261,15th St W,Oak Grove St W,July,12,2005
05-187182,Int-16107,Franklin Av W,Lyndale Av S,July,12,2005
05-187259,Int-12308,35th St E,Park Av S,July,12,2005
05-188272,Int-16541,36th Av S,Lake St E,July,13,2005
05-190537,Int-11419,28th St W,Irving Av S,July,15,2005
05-190876,Int-17924,Franklin Av E,West River Pkwy S,July,15,2005
05-192987,Int-10515,11th Av S,19th St E,July,17,2005
05-193515,Int-17521,University Av SE,I-35W NB Ramp,July,18,2005
05-194092,Int-11392,28th St E,Portland Av S,July,18,2005
05-195142,Int-12309,35th St E,Portland Av S,July,19,2005
05-195541,Int-10808,23rd Av NE,Johnson St NE,July,19,2005
05-195947,Int-10382,17th St E,Park Av S,July,20,2005
05-195982,Int-11602,2nd St S,3rd Av S,July,20,2005
05-196230,Int-16588,Dean Pkwy S,Lake St W,July,20,2005
05-199594,Int-13667,46th St E,Minnehaha Av S,July,23,2005
05-200726,Int-11586,2nd St N,3rd Av N,July,24,2005
05-201011,Int-12458,36th St E,Minnehaha Av S,July,24,2005
05-202876,Int-16578,Lake St E,Stevens Av S,July,26,2005
05-203078,Int-15372,8th Av N,Morgan Av N,July,26,2005
05-203904,Int-16027,26th Av S,Franklin Av E,July,27,2005
05-203941,Int-10973,25th Av N,Irving Av N,July,27,2005
05-207039,Int-10466,18th St E,Clinton Av S,July,30,2005
05-207363,Int-16107,Franklin Av W,Lyndale Av S,July,30,2005
05-207749,Int-10626,21st St W,Thomas Av S,July,30,2005
05-208297,Int-14043,Cedar Av S,Riverside Av S,July,30,2005
05-208663,Int-10755,22nd St W,Lyndale Av S,July,31,2005
05-208704,Int-16580,Blaisdell Av S,Lake St W,July,31,2005
05-209269,Int-15261,2nd Av S,6th St S,August,1,2005
05-212889,Int-10886,16th Av S,24th St E,August,4,2005
05-213837,Int-10983,12th Av S,25th St E,August,5,2005
05-213982,Int-11173,26th St E,Hiawatha Av S,August,5,2005
05-214207,Int-11197,26th St W,Lyndale Av S,August,5,2005
05-214209,Int-11197,26th St W,Lyndale Av S,August,5,2005
05-214277,Int-14140,50th St E,Minnehaha Pkwy E,August,5,2005
05-217566,Int-14138,50th St E,Hiawatha Av S,August,8,2005
05-218624,Int-15062,3rd Av S,5th St S,August,9,2005
05-218798,Int-12214,35th Av N,Lyndale Av N,August,9,2005
05-219819,Int-16200,Golden Valley Road N,Sheridan Av N,August,10,2005
05-221748,Int-10071,11th St S,Nicollet Mall S,August,12,2005
05-221927,Int-15578,West Broadway Av N,Morgan Av N,August,12,2005
05-227026,Int-13620,2nd Av S,46th St E,August,16,2005
05-227911,Int-10989,18th Av S,25th St E,August,17,2005
05-229052,Int-12723,38th St W,Nicollet Av S,August,18,2005
05-229092,Int-17459,Humboldt Av S,The Mall Pkwy W,August,18,2005
05-230124,Int-15490,9th St S,Marquette Av S,August,19,2005
05-230305,Int-11422,28th St W,Lyndale Av S,August,19,2005
05-231821,Int-15315,7th St S,Hennepin Av S,August,20,2005
05-233355,Int-16854,34th Av S,Minnehaha Pkwy E,August,22,2005
05-234863,Int-10905,3rd Av S,24th St E,August,23,2005
05-234968,Int-16038,31st Av S,Franklin Av E,August,23,2005
05-235321,Int-15560,West Broadway Av N,Fremont Av N,August,23,2005
05-235341,Int-17586,10th Av S,Washington Av S,August,23,2005
05-235719,Int-11520,29th St E,34th Av S,August,24,2005
05-235792,Int-15830,Clinton Av S,Diamond Lake Road E,August,24,2005
05-236251,Int-15402,8th St S,Hennepin Av S,August,24,2005
05-236548,Int-15625,Broadway St NE,Jefferson St NE,August,24,2005
05-237431,Int-16060,Franklin Av E,Portland Av S,August,25,2005
05-237526,Int-16685,Emerson Av N,Lowry Av N,August,25,2005
05-237532,Int-11980,15th Av S,33rd St E,August,25,2005
05-237794,Int-11792,31st St W,Grand Av S,August,25,2005
05-240800,Int-10151,14th Av N,Emerson Av N,August,28,2005
05-241162,Int-11761,4th Av S,31st St E,August,28,2005
05-241870,Int-11039,25th St W,Nicollet Av S,August,29,2005
05-243112,Int-17022,James Av N,Olson Memorial Hwy N,August,30,2005
05-244037,Int-16530,Lake St E,Minnehaha Av S,August,31,2005
05-245310,Int-12302,35th St E,Hiawatha Av S,September,1,2005
05-245487,Int-11459,29th Av N,Theodore Wirth Pkwy N,September,1,2005
05-245595,Int-12477,36th St W,Girard Av S,September,1,2005
05-246222,Int-16662,Linden Av W,West Lyndale Av N,September,2,2005
05-246359,Int-10136,13th Av NE,Marshall St NE,September,2,2005
05-249841,Int-12675,38th St E,42nd Av S,September,5,2005
05-251530,Int-11975,33rd Av NE,Taylor St NE,September,6,2005
05-251619,Int-10912,24th St E,Clinton Av S,September,7,2005
05-252364,Int-16202,Golden Valley Road N,Thomas Av N,September,7,2005
05-253372,Int-15873,Dowling Av N,Fremont Av N,September,8,2005
05-253382,Int-11179,26th St E,West River Pkwy S,September,8,2005
05-254503,Int-12721,38th St W,King's Hwy S,September,9,2005
05-257037,Int-12871,3rd St S,Hennepin Av S,September,11,2005
05-257804,Int-11378,4th Av S,28th St E,September,12,2005
05-258339,Int-11776,31st St E,Stevens Av S,September,12,2005
05-258634,Int-11379,5th Av S,28th St E,September,13,2005
05-259870,Int-11038,25th St W,Lyndale Av S,September,14,2005
05-260052,Int-16558,Bloomington Av S,Lake St E,September,14,2005
05-260864,Int-13646,46th Av S,46th St E,September,15,2005
05-261867,Int-15141,60th St W,Nicollet Av S,September,16,2005
05-262149,Int-11939,33rd Av N,Fremont Av N,September,19,2005
05-264391,Int-16585,Colfax Av S,Lake St W,September,18,2005
05-264424,Int-16865,Bloomington Av S,Minnehaha Pkwy E,September,18,2005
05-264662,Int-16575,Lake St E,Snelling Av S,September,18,2005
05-264758,Int-11889,32nd St E,Minnehaha Av S,September,18,2005
05-264798,Int-10907,5th Av S,24th St E,September,18,2005
05-266136,Int-11274,18th Av S,27th St E,September,20,2005
05-268111,Int-12274,2nd Av S,35th St E,September,21,2005
05-268715,Int-10140,13th Av NE,University Av NE,September,22,2005
05-268835,Int-11935,33rd Av N,Bryant Av N,September,22,2005
05-269104,Int-10319,16th St E,Portland Av S,September,22,2005
05-269894,Int-15574,West Broadway Av N,Logan Av N,September,23,2005
05-271702,Int-16019,17th Av S,Franklin Av E,September,25,2005
05-272137,Int-16478,Irving Av S,Lagoon Av W,September,25,2005
05-273022,Int-12708,38th St W,Bryant Av S,September,26,2005
05-273044,Int-11844,1st Av S,32nd St E,September,26,2005
05-273157,Int-15714,Cedar Lake Road S,Penn Av S,September,26,2005
05-275069,Int-10121,12th St S,Yale Place S,September,28,2005
05-275258,Int-11678,30th Av NE,Johnson St NE,September,28,2005
05-277339,Int-16053,Elliot Av S,Franklin Av E,September,30,2005
05-280168,Int-16973,Cedar Av S,East Lake Nokomis Pkwy S,October,3,2005
05-280595,Int-11884,32nd St E,Hiawatha Av S,October,3,2005
05-280887,Int-16019,17th Av S,Franklin Av E,October,3,2005
05-286647,Int-14171,50th St W,Minnehaha Pkwy W,October,9,2005
05-287259,Int-11727,15th Av S,31st St E,October,10,2005
05-289370,Int-11380,28th St E,Bloomington Av S,October,12,2005
05-290593,Int-17637,Ontario St SE,Washington Av SE,October,13,2005
05-290624,Int-16009,13th Av S,Franklin Av E,October,13,2005
05-291409,Int-11379,5th Av S,28th St E,October,14,2005
05-291471,Int-11774,31st St E,Park Av S,October,14,2005
05-292938,Int-16514,10th Av S,Lake St E,October,15,2005
05-293184,Int-11846,21st Av S,32nd St E,October,15,2005
05-294961,Int-14566,54th St E,Chicago Av S,October,17,2005
05-295925,Int-11017,25th St E,Portland Av S,October,18,2005
05-296483,Int-10922,24th St E,Portland Av S,October,19,2005
05-296926,Int-10877,11th Av S,24th St E,October,19,2005
05-297552,Int-11038,25th St W,Lyndale Av S,October,20,2005
05-297972,Int-16042,Bloomington Av S,Franklin Av E,October,20,2005
05-298941,Int-13267,43rd Av N,Penn Av N,October,21,2005
05-298988,Int-15268,6th St S,Cedar Av S,October,21,2005
05-299236,Int-17595,Cedar Av S,Washington Av S,October,21,2005
05-299892,Int-10452,11th Av S,18th St E,October,22,2005
05-301129,Int-16055,Franklin Av E,Minnehaha Av S,October,23,2005
05-303590,Int-16531,27th Av S,Lake St E,October,26,2005
05-304808,Int-17488,14th Av SE,University Av SE,October,27,2005
05-305235,Int-17942,26th St E,Elliot Av S,October,27,2005
05-306196,Int-17583,Hennepin Av S,Washington Av S,October,28,2005
05-310020,Int-17636,Oak St SE,Washington Av SE,November,1,2005
05-310341,Int-12556,37th Av NE,University Av NE,November,1,2005
05-310486,Int-13207,42nd St E,Hiawatha Av S,November,1,2005
05-313068,Int-15262,3rd Av S,6th St S,November,4,2005
05-313118,Int-14072,4th St SE,8th Av SE,November,4,2005
05-316028,Int-10887,17th Av S,24th St E,November,7,2005
05-318224,Int-11387,28th St E,Hiawatha Av S,November,9,2005
05-319064,Int-16877,Minnehaha Pkwy E,Nokomis Av S,November,10,2005
05-320002,Int-16107,Franklin Av W,Lyndale Av S,November,11,2005
05-321220,Int-16301,Hennepin Av E,Industrial Blvd NE,November,12,2005
05-321926,Int-13391,44th Av N,Penn Av N,November,13,2005
05-322997,Int-15530,Beacon St SE,Oak St SE,November,14,2005
05-323691,Int-16722,Central Av NE,Lowry Av NE,November,15,2005
05-335604,Int-13176,27th Av S,42nd St E,November,29,2005
05-337167,Int-11392,28th St E,Portland Av S,December,1,2005
05-337985,Int-17634,Harvard St SE,Washington Av SE,December,2,2005
05-339562,Int-11197,26th St W,Lyndale Av S,December,4,2005
05-351945,Int-10886,16th Av S,24th St E,December,19,2005
05-354356,Int-17615,I-35W NB Ramp,Washington Av S,December,22,2005
05-360545,Int-12274,2nd Av S,35th St E,December,29,2005
06-004652,Int-16415,Lyndale Av S,I-94 WB Ramp,January,6,2006
06-010581,Int-14056,4th St SE,14th Av SE,January,13,2006
06-010686,Int-14056,4th St SE,14th Av SE,January,13,2006
06-011084,Int-16560,Chicago Av S,Lake St E,January,13,2006
06-025278,Int-16039,3rd Av S,Franklin Av E,January,29,2006
06-025827,Int-11322,27th St W,Pillsbury Av S,January,29,2006
06-026675,Int-17507,8th Av SE,University Av SE,January,30,2006
06-030210,Int-10120,12th St S,Nicollet Mall S,February,3,2006
06-045702,Int-16039,3rd Av S,Franklin Av E,February,21,2006
06-058961,Int-16560,Chicago Av S,Lake St E,March,7,2006
06-061277,Int-17129,2nd St N,Plymouth Av N,March,10,2006
06-067944,Int-16572,Lake St E,Park Av S,March,18,2006
06-077944,Int-11897,32nd St E,Snelling Av S,March,29,2006
06-079476,Int-16053,Elliot Av S,Franklin Av E,March,30,2006
06-083128,Int-17500,2nd Av SE,University Av SE,April,3,2006
