CrashID,IntersectionID,StreetOn,IntersectingStreet,Month,Day,Year
07-266612,Int-10256,15th St W,LaSalle Av S,August,11,2007
07-266614,Int-12871,Hennepin Av S,3rd St N,August,11,2007
07-266708,Int-15630,Marshall St NE,Broadway St NE,August,11,2007
07-268573,Int-17780,26th Av S,Midtown Greenway E Bike Path,August,13,2007
07-272371,Int-14573,54th St E,Hiawatha Av S,August,16,2007
07-272737,Int-16539,34th Av S,Lake St E,August,16,2007
07-272821,Int-10677,22nd Av NE,Monroe St NE,August,16,2007
07-272841,Int-15347,Marquette Av S,7th St S,August,16,2007
07-272890,Int-11273,27th St E,17th Av S,August,16,2007
07-273224,Int-15315,Hennepin Av S,7th St N,August,16,2007
07-275367,Int-13140,Lyndale Av N,42nd Av N,August,18,2007
07-276430,Int-11732,31st St E,1st Av S,August,19,2007
07-278248,Int-10595,Sheridan Av N,21st Av N,August,21,2007
07-278575,Int-14043,Cedar Av S,Riverside Av S,August,21,2007
07-279289,Int-16107,Franklin Av W,Lyndale Av S,August,22,2007
07-279779,Int-16526,Lake St E,21st Av S,August,22,2007
07-279906,Int-16041,Franklin Av E,5th Av S,August,22,2007
07-281010,Int-10380,Chicago Av S,17th St E,August,23,2007
07-281059,Int-14610,54th St W,Lyndale Av S,August,23,2007
07-281242,Int-10539,DeLaSalle Drive SE,1st Av NE,August,23,2007
07-281317,Int-13672,46th St E,Portland Av S,August,23,2007
07-282597,Int-16053,Franklin Av E,Elliot Av S,August,24,2007
07-283958,Int-15550,West Broadway Av N,4th St N,August,25,2007
07-284023,Int-11130,16th Av S,26th St E,August,25,2007
07-285999,Int-12072,34th Av N,Colfax Av N,August,27,2007
07-287239,Int-11240,Central Av NE,27th Av NE,August,28,2007
07-287256,Int-17233,21st Av S,Riverside Av S,August,28,2007
07-288450,Int-15322,7th St N,Oak Lake Av N,August,29,2007
07-289522,Int-16008,Franklin Av E,11th Av S,August,30,2007
07-291946,Int-15268,Cedar Av S,6th St S,September,1,2007
07-294787,Int-15466,Hennepin Av S,9th St N,September,3,2007
07-295122,Int-11198,Nicollet Av S,26th St E,September,4,2007
07-295794,Int-17234,Riverside Av S,22nd Av S,September,4,2007
07-296072,Int-10263,15th St W,Willow St S,September,4,2007
07-296882,Int-14026,4th St N,2nd Av N,September,5,2007
07-297000,Int-16320,Hennepin Av E,University Av SE,September,5,2007
07-297752,Int-17562,Hennepin Av S,15th St W,September,6,2007
07-297814,Int-16588,Lake St W,Dean Pkwy S,September,6,2007
07-298220,Int-15479,9th St S,2nd Av S,September,6,2007
07-298750,Int-16872,Minnehaha Av S,Godfrey Pkwy E,September,7,2007
07-299226,Int-17603,Washington Av S,4th Av S,September,7,2007
07-300129,Int-17583,Hennepin Av S,Washington Av S,September,8,2007
07-300342,Int-16562,Lake St E,Columbus Av S,September,8,2007
07-301846,Int-15931,Cedar Av S,Edgewater Blvd E,September,9,2007
07-301905,Int-10928,24th St W,Blaisdell Av S,September,9,2007
07-303183,Int-12696,38th St E,Minnehaha Av S,September,10,2007
07-304053,Int-16562,Lake St E,Columbus Av S,September,11,2007
07-304374,Int-16115,Pleasant Av S,Franklin Av W,September,11,2007
07-304399,Int-11033,Hennepin Av S,25th St W,September,11,2007
07-307073,Int-10179,Central Av NE,14th Av NE,September,14,2007
07-307212,Int-16181,Godfrey Pkwy E,46th Av S,September,14,2007
07-308900,Int-12871,Hennepin Av S,3rd St N,September,16,2007
07-311647,Int-10990,1st Av S,25th St E,September,18,2007
07-312297,Int-16872,Minnehaha Av S,Godfrey Pkwy E,September,19,2007
07-312759,Int-15773,Como Av SE,16th Av SE,September,19,2007
07-313033,Int-17143,Lyndale Av N,Plymouth Av N,September,19,2007
07-313483,Int-11387,Hiawatha Av S,28th St E,September,20,2007
07-318634,Int-17597,Washington Av S,2nd Av S,September,9,2007
07-318798,Int-12871,Hennepin Av S,3rd St S,September,24,2007
07-319387,Int-10251,Portland Av S,15th St E,September,25,2007
07-320926,Int-12327,Lyndale Av S,35th St W,September,26,2007
07-322508,Int-15877,4th St N,Dowling Av N,September,27,2007
07-322536,Int-17143,Plymouth Av N,Lyndale Av N,September,27,2007
07-322550,Int-16060,Portland Av S,Franklin Av E,September,27,2007
07-322975,Int-14076,I-35W SB Ramp,4th St SE,September,27,2007
07-323344,Int-15560,West Broadway Av N,Fremont Av N,September,28,2007
07-323356,Int-11401,Colfax Av S,28th St W,September,28,2007
07-323679,Int-10154,Irving Av N,14th Av N,September,28,2007
07-326271,Int-16197,Penn Av N,Golden Valley Road N,September,30,2007
07-326812,Int-15350,7th St S,Portland Av S,October,1,2007
07-326990,Int-11316,Hennepin Av S,27th St W,October,1,2007
07-327274,Int-11017,25th St E,Portland Av S,October,1,2007
07-328070,Int-16422,Malcolm Av SE,Intercampus Transitway SE,October,2,2007
07-329094,Int-17504,5th Av SE,University Av SE,October,3,2007
07-329592,Int-11776,31st St E,Stevens Av S,October,7,2007
07-330264,Int-17233,21st Av S,Riverside Av S,October,4,2007
07-330855,Int-16239,Groveland Av W,LaSalle Av S,October,4,2007
07-331147,Int-10205,Nicollet Av S,14th St E,October,4,2007
07-332131,Int-11417,Hennepin Av S,28th St W,October,5,2007
07-332934,Int-16572,Lake St E,Park Av S,October,6,2007
07-334867,Int-16110,Franklin Av W,Nicollet Av S,October,7,2007
07-338845,Int-11198,26th St E,Nicollet Av S,October,11,2007
07-340052,Int-12871,3rd St S,Hennepin Av S,October,12,2007
07-340076,Int-13716,Xerxes Av S,46th St W,October,12,2007
07-340146,Int-11320,27th St W,Lyndale Av S,October,12,2007
07-341182,Int-11732,31st St E,1st Av S,October,14,2007
07-341471,Int-11590,Hennepin Av S,2nd St N,October,13,2007
07-344268,Int-16525,Lake St E,20th Av S,October,16,2007
07-344724,Int-15924,Cedar Av S,E.M. Stately St E,October,16,2007
07-348184,Int-16054,Milwaukee Av S,Franklin Av E,October,19,2007
07-349077,Int-12215,35th Av N,Morgan Av N,October,20,2007
07-350536,Int-17510,University Av SE,Bedford St SE,October,21,2007
07-350818,Int-16610,Humboldt Av S,Lake St W,October,21,2007
07-351515,Int-15492,Park Av S,9th St S,October,22,2007
07-351774,Int-17297,Spring St NE,Central Av NE,October,22,2007
07-351861,Int-11423,Nicollet Av S,28th St E,October,22,2007
07-351954,Int-16039,Franklin Av E,3rd Av S,October,22,2007
07-352411,Int-16049,Franklin Av E,Cedar Av S,October,23,2007
07-354751,Int-16022,Franklin Av E,21st Av S,October,25,2007
07-354804,Int-10258,Nicollet Av S,15th St W,October,25,2007
07-354911,Int-17635,Washington Av SE,Huron Blvd SE,October,25,2007
07-356173,Int-16545,Lake St E,3rd Av S,October,26,2007
07-356231,Int-15485,9th St S,5th Av S,October,26,2007
07-356339,Int-16123,Fremont Av S,Hennepin Av S,October,26,2007
07-357322,Int-11422,28th St W,Lyndale Av S,October,27,2007
07-358366,Int-16534,Lake St E,2nd Av S,October,28,2007
07-358847,Int-16527,Lake St E,22nd Av S,October,28,2007
07-359518,Int-16050,Franklin Av E,Chicago Av S,October,29,2007
07-359671,Int-16500,William Berry Pkwy S,West Lake Harriet Pkwy S,October,29,2007
07-359720,Int-14056,4th St SE,14th Av SE,October,29,2007
07-359840,Int-10910,Cedar Av S,24th St E,October,29,2007
07-360623,Int-11534,Bloomington Av S,29th St E,October,30,2007
07-360811,Int-10061,Hennepin Av S,11th St S,October,30,2007
07-360848,Int-16476,Hennepin Av S,Lagoon Av W,October,30,2007
07-362009,Int-17595,Washington Av S,15th Av S,October,31,2007
07-364100,Int-16563,Lake St E,Elliot Av S,November,2,2007
07-366527,Int-13839,Chicago Av S,48th St E,November,4,2007
07-366660,Int-10469,Nicollet Av S,18th St E,November,4,2007
07-373301,Int-15466,Hennepin Av S,9th St N,November,11,2007
07-377610,Int-15967,Essex St SE,Huron Blvd SE,November,15,2007
07-383056,Int-14762,Penn Av S,56th St W,November,20,2007
07-385840,Int-10733,Aldrich Av S,22nd St W,November,23,2007
07-397538,Int-11392,Portland Av S,28th St E,December,5,2007
07-397600,Int-14072,4th St SE,8th Av SE,December,6,2007
07-401640,Int-17129,Plymouth Av N,2nd St N,December,10,2007
07-402210,Int-15635,Broadway St NE,Quincy St NE,December,10,2007
07-402651,Int-16050,Franklin Av E,Chicago Av S,December,11,2007
07-404891,Int-10028,10th St S,Marquette Av S,December,13,2007
07-406956,Int-17603,Washington Av S,4th Av S,December,15,2007
07-409944,Int-14043,Cedar Av S,Riverside Av S,December,18,2007
07-413169,Int-11392,28th St E,Portland Av S,December,21,2007
08-031722,Int-11167,Cedar Av S,26th St E,February,2,2008
08-041776,Int-17239,Riverside Av S,25th Av S,February,12,2008
08-050756,Int-10912,24th St E,Clinton Av S,February,22,2008
08-052511,Int-11853,30th Av S,32nd St E,February,24,2008
08-052594,Int-11173,26th St E,Hiawatha Av S,February,24,2008
08-052806,Int-11423,Nicollet Av S,28th St E,February,24,2008
08-060152,Int-16110,Nicollet Av S,Franklin Av W,March,2,2008
08-061611,Int-14030,Hennepin Av S,4th St N,March,4,2008
08-063567,Int-10424,18th Av NE,Fillmore St NE,March,6,2008
08-085686,Int-16810,20th Av S,Minnehaha Av S,March,27,2008
08-088960,Int-16049,Cedar Av S,Franklin Av E,March,30,2008
08-089335,Int-10730,Portland Av S,22nd St E,March,31,2008
08-092411,Int-16756,Lowry Av NE,Washington St NE,April,3,2008
08-093016,Int-14187,50th St W,York Av S,April,3,2008
08-094130,Int-10699,22nd St E,14th Av S,April,4,2008
08-095803,Int-16055,Minnehaha Av S,Franklin Av E,April,5,2008
08-096494,Int-14053,4th St SE,11th Av SE,April,6,2008
08-098127,Int-11274,18th Av S,27th St E,April,8,2008
08-102392,Int-15896,Washington Av N,Dowling Av N,April,12,2008
08-104769,Int-15052,Hennepin Av S,5th St N,April,14,2008
08-105040,Int-14657,Portland Av S,55th St E,April,14,2008
08-106536,Int-16346,3rd St S,Cedar Av S,April,16,2008
08-107088,Int-16231,Willow St S,Grant St W,April,16,2008
08-107292,Int-13034,41st Av N,Lyndale Av N,April,16,2008
08-108398,Int-16675,Lowry Av N,4th St N,April,17,2008
08-112295,Int-11127,26th St E,13th Av S,April,21,2008
08-114048,Int-10344,17th Av N,Russell Av N,April,22,2008
08-120855,Int-11124,26th St E,10th Av S,April,28,2008
08-122361,Int-10069,11th St S,LaSalle Av S,April,30,2008
08-125486,Int-11514,29th St E,29th Av S,May,2,2008
08-131871,Int-11454,Penn Av N,29th Av N,May,8,2008
08-137644,Int-10070,Marquette Av S,11th St S,May,13,2008
08-138540,Int-12543,Polk St NE,37th Av NE,May,14,2008
08-140254,Int-17562,Hennepin Av S,15th St W,May,15,2008
08-141113,Int-12327,Lyndale Av S,35th St W,May,16,2008
08-141455,Int-13186,42nd St E,3rd Av S,May,16,2008
08-143762,Int-12218,35th Av N,Penn Av N,May,18,2008
08-143814,Int-15833,Stevens Av S,Diamond Lake Road E,May,18,2008
08-144867,Int-10129,Central Av NE,13th Av NE,May,19,2008
08-150996,Int-17610,Chicago Av S,Washington Av S,May,24,2008
08-151542,Int-11767,Chicago Av S,31st St E,May,24,2008
08-151798,Int-15315,Hennepin Av S,7th St S,May,25,2008
08-154995,Int-10755,Lyndale Av S,22nd St W,May,27,2008
08-155359,Int-14038,4th St S,3rd Av S,May,28,2008
08-155940,Int-16626,Olson Memorial Hwy South Frontage Road,Border Av N,May,28,2008
08-158861,Int-15402,8th St S,Hennepin Av S,May,31,2008
08-158912,Int-12871,3rd St S,Hennepin Av S,May,31,2008
08-159143,Int-10961,4th St N,25th Av N,May,31,2008
08-159448,Int-17510,University Av SE,Bedford St SE,May,31,2008
08-159514,Int-15261,2nd Av S,6th St S,May,30,2008
08-162666,Int-12644,12th Av S,38th St E,June,3,2008
08-164357,Int-17616,Washington Av S,I-35W SB Ramp,June,4,2008
08-164474,Int-10097,Central Av NE,12th Av NE,June,4,2008
08-164594,Int-16050,Franklin Av E,Chicago Av S,June,4,2008
08-165508,Int-16107,Lyndale Av S,Franklin Av W,June,5,2008
08-165581,Int-16608,Lake St W,Hennepin Av S,June,5,2008
08-166519,Int-16617,Lake St W,Market Plaza S,June,6,2008
08-166571,Int-12721,38th St W,King's Hwy S,June,6,2008
08-167106,Int-14638,34th Av S,55th St E,June,6,2008
08-168021,Int-11136,26th Av S,26th St E,June,7,2008
08-168312,Int-13493,Wentworth Av S,44th St W,June,7,2008
08-168881,Int-17602,Washington Av S,3rd Av S,June,8,2008
08-169427,Int-12017,Bloomington Av S,33rd St E,June,8,2008
08-170659,Int-16049,Cedar Av S,Franklin Av E,June,9,2008
08-171620,Int-17237,Riverside Av S,23rd Av S,June,10,2008
08-176898,Int-11186,Emerson Av S,26th St W,June,14,2008
08-177108,Int-11604,2nd St S,9th Av S,June,14,2008
08-178725,Int-11127,26th St E,13th Av S,June,15,2008
08-179567,Int-15582,Penn Av N,West Broadway Av N,June,16,2008
08-181716,Int-10755,22nd St W,Lyndale Av S,June,18,2008
08-183947,Int-10122,2nd St NE,13th Av NE,June,20,2008
08-184302,Int-15438,8th St SE,7th Av SE,June,20,2008
08-188971,Int-11303,West River Pkwy S,27th St E,June,24,2008
08-189010,Int-16042,Franklin Av E,Bloomington Av S,June,24,2008
08-189018,Int-14026,2nd Av N,4th St N,June,24,2008
08-190463,Int-10524,3rd Av S,19th St E,June,25,2008
08-195823,Int-12893,40th Av N,Colfax Av N,June,29,2008
08-195827,Int-10251,Portland Av S,15th St E,June,29,2008
08-198120,Int-16053,Franklin Av E,Elliot Av S,July,1,2008
08-199299,Int-12529,37th Av NE,Central Av NE,June,30,2008
08-200328,Int-12696,38th St E,Minnehaha Av S,July,3,2008
08-200825,Int-15833,Stevens Av S,Diamond Lake Road E,July,3,2008
08-202022,Int-16574,West River Pkwy S,Lake St E,July,4,2008
08-206899,Int-11805,James Av S,31st St W,July,8,2008
08-207575,Int-15582,Penn Av N,West Broadway Av N,July,9,2008
08-207939,Int-17505,University Av SE,6th Av SE,July,9,2008
08-209042,Int-10551,Hennepin Av S,1st St S,July,10,2008
08-210219,Int-14052,4th St SE,10th Av SE,July,11,2008
08-210247,Int-10115,3rd Av S,12th St S,July,11,2008
08-210645,Int-17574,Washington Av N,2nd Av N,July,11,2008
08-211360,Int-16110,Franklin Av E,Nicollet Av S,July,12,2008
08-213766,Int-17234,Riverside Av S,22nd Av S,July,14,2008
08-214197,Int-10745,Garfield Av S,22nd St W,July,14,2008
08-215834,Int-12366,36th Av N,Penn Av N,July,16,2008
08-215947,Int-15864,Douglas Av W,Morgan Av S,July,16,2008
08-215948,Int-17603,4th Av S,Washington Av S,July,16,2008
08-216065,Int-12311,Stevens Av S,35th St E,July,16,2008
08-217254,Int-11810,Lyndale Av S,31st St W,July,17,2008
08-218457,Int-11350,28th St E,11th Av S,July,18,2008
08-218578,Int-15052,Hennepin Av S,5th St S,July,18,2008
08-218585,Int-15424,8th St S,Marquette Av S,July,18,2008
08-218608,Int-16229,Grant St E,Nicollet Av S,July,18,2008
08-219280,Int-16110,Nicollet Av S,Franklin Av W,July,19,2008
08-219442,Int-10124,13th Av NE,4th St NE,July,19,2008
08-222140,Int-15315,Hennepin Av S,7th St S,July,21,2008
08-223193,Int-11475,Central Av NE,29th Av NE,July,22,2008
08-223360,Int-15931,Cedar Av S,Edgewater Blvd E,July,22,2008
08-224445,Int-16038,Franklin Av E,31st Av S,July,23,2008
08-224575,Int-15646,Broadway St NE,Washington St NE,July,23,2008
08-224736,Int-13184,38th Av S,42nd St E,July,23,2008
08-224891,Int-17622,Nicollet Mall S,Washington Av S,July,23,2008
08-225610,Int-17497,26th Av SE,University Av SE,July,24,2008
08-226979,Int-16722,Central Av NE,Lowry Av NE,July,25,2008
08-227030,Int-15896,Washington Av N,Dowling Av N,July,25,2008
08-227031,Int-16530,Minnehaha Av S,Lake St E,July,25,2008
08-228398,Int-11033,Hennepin Av S,25th St W,July,26,2008
08-229764,Int-11229,27th Av N,Upton Av N,July,27,2008
08-229892,Int-13672,Portland Av S,46th St E,July,27,2008
08-230456,Int-11342,28th Av NE,Lincoln St NE,July,28,2008
08-230925,Int-11178,26th St E,Portland Av S,July,28,2008
08-231509,Int-14936,Penn Av S,58th St W,July,29,2008
08-231844,Int-15561,West Broadway Av N,Girard Av N,July,29,2008
08-233072,Int-10749,Hennepin Av S,22nd St W,July,30,2008
08-233264,Int-13295,43rd St E,27th Av S,July,30,2008
08-234466,Int-10278,Penn Av N,16th Av N,July,31,2008
08-234598,Int-11173,26th St E,Hiawatha Av S,July,31,2008
08-235073,Int-15402,Hennepin Av S,8th St S,August,1,2008
08-235579,Int-17562,Hennepin Av S,15th St W,August,1,2008
08-236507,Int-10940,24th St W,Harriet Av S,August,2,2008
08-239108,Int-10404,James Av N,18th Av N,August,4,2008
08-240441,Int-11321,Nicollet Av S,27th St E,August,5,2008
08-243228,Int-17231,19th Av S,Riverside Av S,August,7,2008
08-244669,Int-12871,Hennepin Av S,3rd St S,August,8,2008
08-245608,Int-11177,26th St E,Park Av S,August,9,2008
08-246415,Int-16476,Hennepin Av S,Lagoon Av W,August,10,2008
08-248861,Int-11775,31st St E,Portland Av S,August,12,2008
08-248972,Int-16553,Lake St E,45th Av S,August,12,2008
08-249146,Int-12723,Nicollet Av S,38th St W,August,12,2008
08-249149,Int-11136,26th Av S,26th St E,August,12,2008
08-249427,Int-16405,Cedar Av S,I-94 EB Ramp,August,13,2008
08-249617,Int-13212,Park Av S,42nd St E,August,13,2008
08-249824,Int-10370,University Av NE,17th Av NE,August,13,2008
08-249958,Int-12179,Dupont Av S,34th St W,August,13,2008
08-251038,Int-12694,Hiawatha Av S,38th St E,August,14,2008
08-251070,Int-14052,10th Av SE,4th St SE,August,14,2008
08-251370,Int-16486,East Lake Harriet Pkwy S,Minnehaha Pkwy W,August,14,2008
08-251924,Int-12314,Bryant Av S,35th St W,August,15,2008
08-253280,Int-14587,54th St E,Stevens Av S,August,16,2008
08-254982,Int-16564,Lake St E,Hiawatha Av S NB Ramp,August,17,2008
08-255912,Int-12265,35th St E,1st Av S,August,18,2008
08-256852,Int-16545,Lake St E,3rd Av S,August,18,2008
08-257094,Int-12548,37th Av NE,Saint Anthony Pkwy NE,August,18,2008
08-258269,Int-17583,Hennepin Av S,Washington Av S,August,19,2008
08-260142,Int-15071,Marquette Av S,5th St S,August,21,2008
08-260272,Int-12871,Hennepin Av S,3rd St S,August,21,2008
08-260846,Int-16059,Park Av S,Franklin Av E,August,21,2008
08-263096,Int-11354,28th St E,15th Av S,August,23,2008
08-264128,Int-16574,Lake St E,West River Pkwy S,August,24,2008
08-264812,Int-17737,Minnehaha Av S,Midtown Greenway E Bike Path,August,25,2008
08-265043,Int-16560,Lake St E,Chicago Av S,August,25,2008
08-265104,Int-10945,Lyndale Av S,24th St W,August,25,2008
08-265156,Int-11764,Cedar Av S,31st St E,August,25,2008
08-265914,Int-13353,Upton Av S,43rd St W,August,26,2008
08-265940,Int-10256,LaSalle Av S,15th St W,August,26,2008
08-266068,Int-14172,50th St W,Morgan Av S,August,26,2008
08-266665,Int-12069,34th Av N,6th St N,August,27,2008
08-267611,Int-15436,8th St SE,5th Av SE,August,28,2008
08-267914,Int-15466,Hennepin Av S,9th St S,August,28,2008
08-268939,Int-15606,Broadway St NE,Adams St NE,August,29,2008
08-269070,Int-15397,8th Av NE,Sibley St NE,August,29,2008
08-271155,Int-16573,Portland Av S,Lake St E,August,31,2008
08-271404,Int-12274,35th St E,2nd Av S,August,31,2008
08-271760,Int-14030,4th St N,Hennepin Av S,September,1,2008
08-275275,Int-16107,Lyndale Av S,Franklin Av W,September,4,2008
08-276207,Int-16722,Lowry Av NE,Central Av NE,September,5,2008
08-276667,Int-12871,Hennepin Av S,3rd St S,September,5,2008
08-278164,Int-17736,Cedar Av S,Mid-Block Driveway,September,7,2008
08-278221,Int-15431,10th Av SE,8th St SE,September,7,2008
08-278446,Int-10745,Garfield Av S,22nd St W,September,7,2008
08-279335,Int-16227,Grant St E,Portland Av S,September,8,2008
08-280205,Int-15425,Nicollet Mall S,8th St S,September,9,2008
08-281582,Int-11909,Excelsior Blvd W,32nd St W,September,11,2008
08-282717,Int-11016,Park Av S,25th St E,September,12,2008
08-285421,Int-11129,26th St E,15th Av S,September,14,2008
08-286184,Int-10199,14th St E,Chicago Av S,September,15,2008
08-286441,Int-15331,20th Av S,7th St S,September,11,2008
08-286715,Int-12691,Elliot Av S,38th St E,September,15,2008
08-287652,Int-13559,45th St E,Oakland Av S,September,16,2008
08-287763,Int-16810,Cedar Av S,20th Av S,September,17,2008
08-288219,Int-16662,Linden Av W,West Lyndale Av N,September,17,2008
08-288323,Int-10539,1st Av NE,DeLaSalle Drive SE,September,17,2008
08-289002,Int-15315,7th St S,Hennepin Av S,September,17,2008
08-289473,Int-14054,12th Av SE,4th St SE,September,18,2008
08-289557,Int-16320,University Av NE,Hennepin Av E,September,18,2008
08-290146,Int-16572,Park Av S,Lake St E,September,18,2008
08-290341,Int-10745,22nd St W,Garfield Av S,September,18,2008
08-291454,Int-15315,Hennepin Av S,7th St S,September,19,2008
08-292119,Int-10889,1st Av S,24th St E,September,20,2008
08-294711,Int-15192,61st St W,Nicollet Av S,September,22,2008
08-295245,Int-15072,5th St S,Nicollet Mall S,September,23,2008
08-296608,Int-10796,Central Av NE,23rd Av NE,September,24,2008
08-296655,Int-16032,Franklin Av E,2nd Av S,September,24,2008
08-297648,Int-15404,Central Av NE,8th St SE,September,25,2008
08-298524,Int-16622,Lake St W,Pleasant Av S,September,26,2008
08-298734,Int-13646,46th St E,46th Av S,September,26,2008
08-299988,Int-15577,West Broadway Av N,Lyndale Av N,September,27,2008
08-301087,Int-11392,Portland Av S,28th St E,September,28,2008
08-301876,Int-11299,Park Av S,27th St E,September,29,2008
08-301964,Int-17628,Portland Av S,Washington Av S,September,29,2008
08-301988,Int-11173,Hiawatha Av S,26th St E,September,29,2008
08-302463,Int-10118,12th St S,LaSalle Av S,September,29,2008
08-302622,Int-15590,Washington Av N,West Broadway Av N,September,30,2008
08-302641,Int-11876,Cedar Av S,32nd St E,September,30,2008
08-304946,Int-15246,6th St S,Hennepin Av S,October,2,2008
08-305381,Int-12686,38th St E,Chicago Av S,October,2,2008
08-306630,Int-16575,Lake St E,Snelling Av S,October,3,2008
08-307639,Int-14055,4th St SE,13th Av SE,October,4,2008
08-307696,Int-16415,Lyndale Av S,I-94 WB Ramp,October,4,2008
08-309289,Int-16810,20th Av S,Cedar Av S,October,6,2008
08-310324,Int-16082,Franklin Av W,Aldrich Av S,October,7,2008
08-311959,Int-16242,Nicollet Av S,Groveland Av W,October,8,2008
08-311979,Int-16307,Hennepin Av E,11th Av SE,October,8,2008
08-313987,Int-17506,University Av SE,7th Av SE,October,10,2008
08-314052,Int-17143,Plymouth Av N,Lyndale Av N,October,10,2008
08-315181,Int-16557,5th Av S,Lake St E,October,11,2008
08-316332,Int-16009,13th Av S,Franklin Av E,October,12,2008
08-316922,Int-12944,3rd Av S,40th St E,October,13,2008
08-317352,Int-11168,26th St E,Chicago Av S,October,13,2008
08-317573,Int-15092,8th Av SE,5th St SE,October,13,2008
08-318179,Int-17602,Washington Av S,3rd Av S,October,14,2008
08-319383,Int-16523,Lake St E,19th Av S,October,15,2008
08-321716,Int-11396,Bryant Av S,28th St W,October,17,2008
08-321817,Int-16516,Lake St E,12th Av S,October,17,2008
08-323728,Int-14072,4th St SE,8th Av SE,October,18,2008
08-324675,Int-17628,Portland Av S,Washington Av S,October,20,2008
08-327656,Int-10885,24th St E,15th Av S,October,23,2008
08-329491,Int-10452,11th Av S,18th St E,October,24,2008
08-333907,Int-17506,University Av SE,7th Av SE,October,29,2008
08-335442,Int-17738,28th St E,Midtown Greenway E Bike Path,October,30,2008
08-335544,Int-16753,Lowry Av NE,Taylor St NE,October,30,2008
08-337682,Int-15268,6th St S,Cedar Av S,October,31,2008
08-338972,Int-16007,Franklin Av E,10th Av S,November,2,2008
08-340126,Int-10545,1st Av N,1st St N,November,3,2008
08-341177,Int-16588,Lake St W,Dean Pkwy S,November,4,2008
08-341386,Int-17234,Riverside Av S,22nd Av S,November,4,2008
08-342322,Int-12301,35th St E,Elliot Av S,November,5,2008
08-342455,Int-10910,Cedar Av S,24th St E,November,5,2008
08-342566,Int-12871,Hennepin Av S,3rd St S,November,5,2008
08-343103,Int-10718,3rd Av S,22nd St E,November,6,2008
08-344430,Int-10772,Lyndale Av N,23rd Av N,November,7,2008
08-349416,Int-16067,Franklin Av E,Stevens Av S,November,12,2008
08-356713,Int-15273,6th St S,Portland Av S,November,19,2008
08-358458,Int-10718,3rd Av S,22nd St E,November,21,2008
08-368873,Int-16059,Park Av S,Franklin Av E,December,1,2008
08-395431,Int-13140,Lyndale Av N,42nd Av N,December,31,2008
09-004439,Int-12466,36th St W,Aldrich Av S,January,5,2009
09-008383,Int-17513,Central Av SE,University Av SE,January,9,2009
09-029507,Int-11175,Minnehaha Av S,26th St E,January,31,2009
09-034350,Int-15781,Como Av SE,22nd Av SE,February,5,2009
09-042235,Int-15477,9th St S,Riverside Av S,February,13,2009
09-042745,Int-11177,Park Av S,26th St E,February,13,2009
09-044554,Int-10136,Marshall St NE,13th Av NE,February,15,2009
09-044972,Int-16881,Minnehaha Pkwy E,Portland Av S,February,15,2009
09-048641,Int-10069,LaSalle Av S,11th St S,February,19,2009
09-050671,Int-10677,22nd Av NE,Monroe St NE,February,21,2009
09-053000,Int-16227,Portland Av S,Grant St E,February,23,2009
09-056711,Int-10379,17th St E,3rd Av S,February,27,2009
09-058886,Int-16810,20th Av S,Minnehaha Av S,March,1,2009
09-064213,Int-16621,Lake St W,Pillsbury Av S,March,6,2009
09-066179,Int-15630,Broadway St NE,Marshall St NE,March,8,2009
09-074819,Int-13140,42nd Av N,Lyndale Av N,March,16,2009
09-076168,Int-16575,Snelling Av S,Lake St E,March,17,2009
09-079894,Int-15347,Marquette Av S,7th St S,March,20,2009
09-084088,Int-10030,Park Av S,10th St S,March,24,2009
09-088244,Int-10029,10th St S,Nicollet Mall S,March,28,2009
09-090368,Int-11306,27th St W,Blaisdell Av S,March,30,2009
09-095225,Int-16537,Lake St E,32nd Av S,April,3,2009
09-096763,Int-10985,14th Av S,25th St E,April,4,2009
09-097418,Int-11308,27th St W,Colfax Av S,April,5,2009
09-100031,Int-11381,Cedar Av S,28th St E,April,8,2009
09-104915,Int-10882,24th St E,14th Av S,April,12,2009
09-112050,Int-16049,Cedar Av S,Franklin Av E,April,18,2009
09-112767,Int-15873,Fremont Av N,Dowling Av N,April,18,2009
09-113630,Int-12718,Harriet Av S,38th St W,April,19,2009
09-114672,Int-17014,Border Av N,Olson Memorial Hwy N,April,20,2009
09-116850,Int-15493,Portland Av S,9th St S,April,22,2009
09-118472,Int-16534,Lake St E,2nd Av S,April,24,2009
09-119566,Int-15052,Hennepin Av S,5th St N,April,24,2009
09-119744,Int-12871,3rd St N,Hennepin Av S,April,25,2009
09-120491,Int-14956,12th Av S,59th St E,April,25,2009
09-120649,Int-10289,16th Av N,Xerxes Av N,April,25,2009
09-120985,Int-10862,24th Av NE,Central Av NE,April,26,2009
09-121223,Int-16039,Franklin Av E,3rd Av S,April,26,2009
09-123963,Int-14030,Hennepin Av S,4th St N,April,28,2009
09-124223,Int-11946,Lyndale Av N,33rd Av N,April,28,2009
09-127054,Int-17135,Plymouth Av N,Emerson Av N,May,1,2009
09-129799,Int-11734,31st St E,22nd Av S,May,3,2009
09-129973,Int-16557,Lake St E,5th Av S,May,3,2009
09-130393,Int-11314,Grand Av S,27th St W,May,4,2009
09-131735,Int-10536,1st Av NE,5th St NE,May,5,2009
09-131926,Int-17239,Riverside Av S,25th Av S,May,5,2009
